Serviced,Newly Built,Furnished,Bedrooms,Bathrooms,Toilets,Neighborhood_Opebi,Neighborhood_Other Lekki,Neighborhood_Adeniyi Jones,Neighborhood_Lekki Phase 1,Neighborhood_Ikota,Neighborhood_Chevron,Neighborhood_Lekki Phase 2,Neighborhood_Ikate,Neighborhood_Other Ikeja,Neighborhood_Osapa London,Neighborhood_Ologolo,Neighborhood_Foreshore,Neighborhood_GRA,Neighborhood_Parkview,Neighborhood_Victoria Garden City,Neighborhood_Agungi,Neighborhood_Banana Island,Neighborhood_Omole,Neighborhood_Other Ikoyi,Neighborhood_Oniru,Neighborhood_Old Ikoyi,Neighborhood_Other Victoria Island,Neighborhood_Onikoyi,Neighborhood_Oregun,Neighborhood_Victoria Island Extension,Neighborhood_Allen Avenue,Neighborhood_Alausa,Neighborhood_Maryland,Neighborhood_Waziri Adeola Odeku,Neighborhood_Airport Road,Neighborhood_Awolowo Way,Neighborhood_Agidingbi,Type_Semi Detached Duplex,Type_Detached Duplex,Type_Terraced Duplex,City_Ikeja,City_Lekki,City_Ikoyi,City_Victoria Island,Price
0,1,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,190000000.0
0,1,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,222000000.0
0,0,0,7.035175648690979,5.141166448455881,4.362701280552613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,87000000.0
0,0,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,90000000.0
0,0,0,2.024119727798609,1.3252300520384157,0.7360670063041209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,140000000.0
1,1,1,-0.48140823264757543,0.3712459529340493,-0.17059156225800212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,135000000.0
0,1,1,0.7713557475755168,0.3712459529340493,-0.17059156225800212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,160000000.0
0,0,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,53000000.0
0,0,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,170000000.0
0,0,0,0.7713557475755168,0.3712459529340493,1.642725574866244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,150000000.0
0,1,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,95000000.0
0,0,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,135000000.0
1,0,1,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,110000000.0
0,0,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,110000000.0
1,1,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,90000000.0
0,1,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,350000000.0
0,1,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,150000000.0
0,0,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,400000000.0
0,0,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,130000000.0
0,0,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,43000000.0
0,1,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,250000000.0
0,0,0,-1.7341722128706678,-1.5367222452746836,-1.0772501308201252,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,115000000.0
0,1,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,58000000.0
0,1,1,0.7713557475755168,0.3712459529340493,-0.17059156225800212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,105000000.0
0,0,0,-0.48140823264757543,0.3712459529340493,-1.0772501308201252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,55000000.0
1,1,0,0.7713557475755168,1.3252300520384157,0.7360670063041209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,160000000.0
0,1,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,155000000.0
0,0,0,0.7713557475755168,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,130000000.0
0,1,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,120000000.0
0,0,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,155000000.0
0,0,0,2.024119727798609,1.3252300520384157,1.642725574866244,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,100000000.0
0,1,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,450000000.0
0,1,0,0.7713557475755168,1.3252300520384157,0.7360670063041209,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,310000000.0
0,0,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,65000000.0
1,1,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,115000000.0
0,0,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,190000000.0
0,1,1,0.7713557475755168,2.2792141511427824,1.642725574866244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,140000000.0
0,0,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,380000000.0
0,0,0,-0.48140823264757543,-0.5827381461703172,-1.0772501308201252,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,80000000.0
0,1,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,43000000.0
1,1,1,-0.48140823264757543,0.3712459529340493,0.7360670063041209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,55000000.0
1,1,0,0.7713557475755168,1.3252300520384157,0.7360670063041209,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,170000000.0
0,1,1,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,220000000.0
0,0,0,2.024119727798609,1.3252300520384157,1.642725574866244,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,120000000.0
0,0,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,200000000.0
0,0,0,-0.48140823264757543,-0.5827381461703172,-1.0772501308201252,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,78000000.0
0,0,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,37000000.0
0,0,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,47000000.0
0,1,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,110000000.0
0,1,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,115000000.0
1,1,0,-1.7341722128706678,-0.5827381461703172,-1.0772501308201252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,62000000.0
0,0,0,-0.48140823264757543,0.3712459529340493,-0.17059156225800212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,83000000.0
1,1,0,-0.48140823264757543,0.3712459529340493,-0.17059156225800212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,110000000.0
1,1,0,-0.48140823264757543,0.3712459529340493,-0.17059156225800212,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,60000000.0
0,1,1,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,250000000.0
0,0,0,0.7713557475755168,0.3712459529340493,-0.17059156225800212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,120000000.0
0,1,0,-0.48140823264757543,0.3712459529340493,-0.17059156225800212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,160000000.0
0,0,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,120000000.0
1,0,0,-0.48140823264757543,0.3712459529340493,-0.17059156225800212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,75000000.0
0,0,0,-0.48140823264757543,0.3712459529340493,-0.17059156225800212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,55000000.0
0,0,1,0.7713557475755168,2.2792141511427824,1.642725574866244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,280000000.0
0,0,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,320000000.0
0,1,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,35000000.0
0,0,1,-1.7341722128706678,-1.5367222452746836,-1.9839086993822481,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,37000000.0
0,0,0,-0.48140823264757543,-0.5827381461703172,-1.0772501308201252,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,56000000.0
0,1,0,-0.48140823264757543,-0.5827381461703172,-1.0772501308201252,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,65000000.0
0,1,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,75000000.0
0,1,1,-0.48140823264757543,0.3712459529340493,-0.17059156225800212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,180000000.0
1,1,0,0.7713557475755168,0.3712459529340493,-0.17059156225800212,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,240000000.0
0,0,0,-0.48140823264757543,-1.5367222452746836,-1.9839086993822481,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,75000000.0
0,0,0,-0.48140823264757543,-0.5827381461703172,-1.0772501308201252,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,90000000.0
1,0,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,80000000.0
1,1,0,0.7713557475755168,1.3252300520384157,0.7360670063041209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,360000000.0
0,0,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,155000000.0
1,1,1,0.7713557475755168,1.3252300520384157,0.7360670063041209,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,75000000.0
1,1,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,280000000.0
0,0,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,93000000.0
0,1,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,90000000.0
0,0,0,-0.48140823264757543,0.3712459529340493,-0.17059156225800212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,39000000.0
1,1,0,-0.48140823264757543,0.3712459529340493,-0.17059156225800212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,75000000.0
0,0,0,0.7713557475755168,0.3712459529340493,-0.17059156225800212,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,105000000.0
0,1,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,55000000.0
0,1,0,-1.7341722128706678,-0.5827381461703172,-1.0772501308201252,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,140000000.0
0,1,0,0.7713557475755168,0.3712459529340493,1.642725574866244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,110000000.0
0,0,0,-1.7341722128706678,-1.5367222452746836,-1.0772501308201252,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,50000000.0
0,0,0,-0.48140823264757543,0.3712459529340493,-0.17059156225800212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,61750000.0
1,0,0,0.7713557475755168,1.3252300520384157,1.642725574866244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,450000000.0
1,1,1,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,115000000.0
0,0,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,270000000.0
1,1,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,77000000.0
0,1,0,-0.48140823264757543,-0.5827381461703172,-1.0772501308201252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,170000000.0
0,1,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,50000000.0
0,1,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,59500000.0
0,0,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,43000000.0
0,1,0,-0.48140823264757543,-0.5827381461703172,-1.0772501308201252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,95000000.0
0,0,0,-1.7341722128706678,-1.5367222452746836,-1.0772501308201252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,52000000.0
0,0,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,420000000.0
0,1,0,-0.48140823264757543,0.3712459529340493,-0.17059156225800212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,69000000.0
0,1,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,135000000.0
0,1,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,290000000.0
0,1,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,61000000.0
0,1,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,75000000.0
0,0,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,75000000.0
1,0,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,110000000.0
0,0,0,0.7713557475755168,0.3712459529340493,-0.17059156225800212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,270000000.0
0,0,0,-0.48140823264757543,0.3712459529340493,-0.17059156225800212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,65000000.0
0,1,0,2.024119727798609,1.3252300520384157,1.642725574866244,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,160000000.0
1,1,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,240000000.0
0,1,1,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,185000000.0
0,1,0,0.7713557475755168,0.3712459529340493,0.7360670063041209,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,82000000.0
0,1,0,0.7713557475755168,0.3712459529340493,-0.17059156225800212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,180000000.0
0,1,1,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,160000000.0
1,1,0,-0.48140823264757543,-0.5827381461703172,-0.17059156225800212,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,73000000.0
