Title,Location,Currency,Price,Serviced,Newly Built,Furnished,Bedrooms,Bathrooms,Toilets
3 Plots Of Land,Awolowo Way Ikeja Lagos,₦,"600,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
Land,Awolowo Way Ikeja Lagos,₦,"2,900,000,000",0,0,0,0 beds,0 baths,0 Toilets
Land,Adeniyi Jones Ikeja Lagos,₦,"520,000,000",0,0,0,0 beds,0 baths,0 Toilets
Commercial Event Hall With Office Building On 2800sqm Land,Adeniyi Jones Ikeja Adeniyi Jones Ikeja Lagos,₦,"450,000,000",0,0,0,0 beds,0 baths,0 Toilets
57 Hotel Rooms, Toyin Street Ikeja Lagos,₦,"85,000,000",0,0,0,0 beds,0 baths,0 Toilets
1500sqm Land,Off Oduduwa Crescent Gra Ikeja Ikeja Gra Ikeja Lagos,₦,"490,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
A Standard 5bedroom Detached Duplex,Adeniyi Jones Ikeja Lagos,₦,"130,000,000/year",0,0,0,5 beds, baths, Toilets
Commercial Miniflat Office Space#,Awolowo Way Ikeja Awolowo Way Ikeja Lagos,₦,"35,000,000",0,0,1,1 beds,2 baths,2 Toilets
Land,Ikeja Lagos,₦,"6,000,000,000",0,0,0,0 beds,0 baths,0 Toilets
A Standard Fully Detached,Allen Avenue Ikeja Lagos,₦,"100,000,000",0,0,0,0 beds,0 baths,0 Toilets
10 Bedroom Detached House,Allen Avenue Ikeja Lagos,₦,"120,000,000",0,0,0,0 beds,0 baths,0 Toilets
Functional 30rooms Hotel And Suite,Off Allen Avenue Ikeja Allen Avenue Ikeja Lagos,₦,"450,000,000",0,0,0, beds, baths, Toilets
Commercial 3 Flat Of 2 Bedroom,Opebi Ikeja Opebi Ikeja Lagos,₦,"120,000,000",0,0,1,2 beds,3 baths,3 Toilets
A Fantastic Open Office Complex,Allen Avenue Allen Avenue Ikeja Lagos,₦,"2,500,000,000,000",0,0,0,0 beds,0 baths,0 Toilets
Standard Vacant 4 Bedroom Semi Detached Duplex,Gated Estate By Mko Abiola Garden Alausa Alausa Ikeja Lagos,₦,"80,000,000",0,0,0,4 beds,5 baths,5 Toilets
4bedroom Semi Detached Duplex With Bq,Gated Estate Adeniyi Jones Adeniyi Jones Ikeja Lagos,₦,"140,000,000",0,1,1,0 beds,0 baths,0 Toilets
For Sale 1800sqm Of Land,Ikeja Gra Ikeja Lagos,₦,"700,000,000",0,0,0,0 beds,0 baths,0 Toilets
Multipurpose Commercial Building,Awusi Opebi Ikeja Lagos,₦,"1,200,000,000",0,0,0,0 beds,0 baths,0 Toilets
30 Rooms Hotel,Allen Avenue Ikeja Lagos,₦,"350,000,000",0,0,0, beds, baths, Toilets
An Office Block Comprising Of About 16 Flats Of 2 Bedroom And 3 Bedrooms On 5 Plots Of Land,Alausa/ Agidingbi Alausa Ikeja Lagos,₦,"720,000,000",0,0,0,10 beds,10 baths,10 Toilets
Luxury 188rooms 5star Hotel On 8900sqm Land,International Airport Road Airport Road(ikeja) Ikeja Lagos,₦,"6,000,000,000",0,0,1, beds, baths, Toilets
1000sqm Of Land With A Demolishable Structure,Opebi Ikeja Lagos,₦,"220,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
3 Bay Warehouses,Ikeja Lagos,₦,"3,500,000,000",0,0,0,0 beds,0 baths,0 Toilets
New Luxury 3bedroom Apartment With Detached Room Bq And Swimming Pool,Akora Estate Adeniyi Jones Adeniyi Jones Ikeja Lagos,₦,"60,000,000",0,1,1,3 beds,5 baths,5 Toilets
A Standard 5bedroom Fully Detached Duplex,Alausa Ikeja Lagos,₦,"160,000,000",0,0,0,5 beds, baths, Toilets
Luxury New Executive 4bedroom Semi Detached Duplex,Off Allen Ikeja Allen Avenue Ikeja Lagos,₦,"110,000,000",0,0,0, beds, baths, Toilets
Complete Luxury 5bedroom Detached Duplex With Bq,Ikeja Gra Ikeja Gra Ikeja Lagos,₦,"240,000,000",0,1,1,5 beds,7 baths,7 Toilets
New Luxury 3bedroom Flat With Bq And Swimming Pool,Ikeja Gra Ikeja Gra Ikeja Lagos,₦,"85,000,000",1,1,1,3 beds,5 baths,5 Toilets
550sqm Of Land,Oregun Ikeja Lagos,₦,"50,000,000",0,0,0,0 beds,0 baths,0 Toilets
Exquisitely Finished 7 Bedroom Detached House Sitting On 1500sqm Of Land,Adeniyi Jones Ikeja Lagos,₦,"300,000,000",0,0,0,7 beds,7 baths,7 Toilets
Standard Solid 2 Numbers Of 5 Bedroom Duplex Front And Back On 730sqm Land,Allen Ikeja Allen Avenue Ikeja Lagos,₦,"150,000,000",0,0,0,5 beds,5 baths,5 Toilets
670sqm Land,Mende Maryland Lagos Maryland Ikeja Lagos,₦,"60,000,000",0,0,0,0 beds,0 baths,0 Toilets
"18,300sqm Of Dry Land",Awolowo Way Ikeja Lagos,₦,"3,100,000,000",0,0,0,0 beds,0 baths,0 Toilets
A Commercial Plot,Awolowo Way Ikeja Lagos,₦,"250,000,000",0,0,0,0 beds,0 baths,0 Toilets
35 Hotel Rooms At Ikeja With C Of O,Airport Road(ikeja) Ikeja Lagos,₦,"270,000,000",0,0,0,0 beds,0 baths,0 Toilets
6 Bedroom Duplex,Allen Avenue Ikeja Lagos,₦,"140,000,000",0,0,0,6 beds,6 baths,6 Toilets
Luxury Executive 5bedroom Detached Duplex With Bq,Omole Phase 1 Agidingbi Ikeja Lagos,₦,"158,000,000",0,0,1,5 beds,6 baths,7 Toilets
A Standard 5 Storey Building Complex,Opebi Ikeja Lagos,₦,"130,000,000,000/year",0,0,0,0 beds,0 baths,0 Toilets
A Luxury 4 Bedroom Detached Duplex,Ikeja Gra Ikeja Lagos,₦,"180,000,000",0,0,0,0 beds,0 baths,0 Toilets
335sqm Of Land,Maryland Ikeja Lagos,₦,"25,000,000",0,0,0,0 beds,0 baths,0 Toilets
7 Units Of 5 Bedroom Duplex With A Room Bq,Adeniyi Jones Ikeja Lagos,₦,"130,000,000",0,1,1,5 beds,5 baths,5 Toilets
Executive 4bedroom Semi Detached Duplex With Bq,Ajao Estate Off Airport Road Airport Road(ikeja) Ikeja Lagos,₦,"65,000,000",0,1,1,4 beds,6 baths,6 Toilets
A Demolishable Old Structure Consists Of 8 Bedroom Duplex + 2 Nos Of 2 Bedroom,Opebi Road Opebi Ikeja Lagos,₦,"450,000,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Fully Serviced Detached Duplex With 2 Rooms Bq And Swiming Pool, Ikeja Gra Ikeja Lagos,₦,"225,000,000",0,1,0,4 beds,4 baths,4 Toilets
Uncompleted Structure,Off Isaac John Ikeja Gra Ikeja Lagos,₦,"350,000,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Terrace Duplex With Bq, Adeniyi Jones Ikeja Lagos,₦,"105,000,000/day",0,1,0,4 beds,4 baths,4 Toilets
Super Executive 5 Bedroom Fully Detached Duplex At Ikeja Gra,Ikeja Gra Ikeja Lagos,₦,"250,000,000",0,1,0,5 beds,5 baths,6 Toilets
6plots Of Land (1acre Of Land ) In An Estate,Awuse Estate Opebi Ikeja Lagos,₦,"450,000,000",0,0,0, beds, baths, Toilets
500sqm Land,Off Independent Way Ikeja Lagos Ikeja Lagos,₦,"62,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
A Well Finished 5 Bedroom Detached Duplex With A Room Bq And 2 Sitting Room,Oduduwa Crescent Gra Ikeja Ikeja Gra Ikeja Lagos,₦,"270,000,000",0,0,0,5 beds,5 baths,5 Toilets
2 Plots Of Land Fenced,Oregun Ikeja Lagos,₦,"65,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
Newly Built 5 Bedroom Duplex With Bq,Opebi Ikeja Lagos,₦,"570,000,000",0,1,0,5 beds,5 baths,5 Toilets
Block Of 4 Numbers Of 3 Bedroom Flat,Toyin Street Ikeja Lagos,₦,"75,000,000",0,0,0,3 beds,3 baths,3 Toilets
Executive 4 Numbers Of 4 Bedroom Terrace Duplex On 1500sqm Land,Nice Location Off Awolowo Way Awolowo Way Ikeja Lagos,₦,"350,000,000",0,0,1,4 beds,5 baths,5 Toilets
4 Bedrooms Terrace Duplex,Ikeja Gra Ikeja Lagos,₦,"160,000,000",1,0,0,4 beds,5 baths,6 Toilets
720sqm Plot Of Land In A Close,Off Allen Ikeja Allen Avenue Ikeja Lagos,₦,"80,000,000",0,0,0,0 beds,0 baths,0 Toilets
7 Bedroom Fully Detached Duplex With C Of O At Gra Ikeja Lagos,Z Ikeja Gra Ikeja Lagos,₦,"710,000,000/year",0,0,0,7 beds,7 baths,7 Toilets
Commercial Land With Factory On About 800sqm Land,Mongoro Close To Ikeja Along Mangoro Ikeja Lagos,₦,"55,000,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Duplex On 705sqm Of Land,Opebi Ikeja Lagos,₦,"110,000,000",0,0,0,4 beds,4 baths,4 Toilets
A Plot Of Land Imeasuring 620sqm In A Gated Estate,Off Oba Akran Awolowo Way Ikeja Lagos,₦,"65,000,000",0,0,0, beds, baths, Toilets
"6 Units Of 2 Bedroom Flats Plus 2 Shops,and A Pent House","Unity Street,off Toyin Street,ikeja Toyin Street Ikeja Lagos",₦,"110,000,000",0,0,0,10 beds,10 baths,10 Toilets
729sqm Land, Agidingbi Ikeja Lagos,₦,"160,000,000",0,0,0,0 beds,0 baths,0 Toilets
For Sale 3 Bedroom Semi Detached Duplex,Opebi Ikeja Lagos,₦,"65,000,000",0,0,0,3 beds,3 baths,3 Toilets
New Luxury 4bedroom Terrace Duplex With Bq,Ikeja Gra Ikeja Gra Ikeja Lagos,₦,"120,000,000",1,1,1,4 beds,6 baths,6 Toilets
4 Bedroom Detached House,Opebi Ikeja Lagos,₦,"140,000,000",0,1,0,4 beds,4 baths,4 Toilets
1070sqm Land With A Detached Building,"Ikeja Gra, Lagos. Ikeja Gra Ikeja Lagos",₦,"265,000,000",0,0,0, beds, baths, Toilets
New 5bedroom Detached Duplex,Magodo Phase 2 Gra Shangisha By Alausa Ikeja Alausa Ikeja Lagos,₦,"220,000,000",0,1,1,5 beds,6 baths,7 Toilets
A Massive Land Measuring 7000sqm,Oregun Ikeja Lagos,₦,"2,100,000,000",0,0,0,0 beds,0 baths,0 Toilets
5star Hotel Of 32rooms With Hall Of 200capacity,"G,r,a Ikeja Lagos Ikeja Gra Ikeja Lagos",₦,"2,300,000,000",0,0,0, beds, baths, Toilets
1200sqm Of Land In An Estate,Oregun Ikeja Lagos,₦,"170,000,000",0,0,0,0 beds,0 baths,0 Toilets
Executive Luxury 4bedroom Maisonette With Bq,Gated Estate Opebi Ikeja Opebi Ikeja Lagos,₦,"85,000,000",0,1,1,4 beds,6 baths,6 Toilets
Solid Block Of 4flats Of 3bedroom Each Off Opebi Oregun Link Road,Opebi Oregun Link Opebi Ikeja Lagos,₦,"120,000,000",0,0,0,3 beds,3 baths,3 Toilets
Cornerpiece 2 Blocks Of 4 Flats Consisting 3 Bedrooms Each On 2 Plots Of Land, Agidingbi Ikeja Lagos,₦,"270,000,000",0,0,0,3 beds,3 baths,3 Toilets
75 Plots Of Land With Supreme Court Judgement In An Estate,Mende Maryland Lagos Maryland Ikeja Lagos,₦,"25,000,000",0,0,0, beds, baths, Toilets
"3 Story Building Plus Pent House At Off Toyin Street,ikeja","Off Toyin Street,ikeja Toyin Street Ikeja Lagos",₦,"200,000,000",0,0,0,0 beds,0 baths,0 Toilets
Blocks Of 2 Numbers Of 3 Bedroom And 2 Numbers Of 2 Bedroom Flat,Toyin Street Ikeja Lagos,₦,"85,000,000",0,0,0,3 beds,3 baths,3 Toilets
Luxury Executive 7bedroom House With 2bq On 800sqm.c Of O,Adeniyi Jones Adeniyi Jones Ikeja Lagos,₦,"300,000,000",0,0,1,7 beds,9 baths,9 Toilets
1500sqm Land,Ajao Rd Ikeja Awolowo Way Ikeja Lagos,₦,"200,000,000",0,0,0, beds, baths, Toilets
Standard Detached House On 3000sqm Land In Good Location,Adeniyi Jones Ikeja Lagos,₦,"460,000,000",0,0,1, beds, baths, Toilets
1017m2 Of Land,... Ikeja Gra Ikeja Lagos,₦,"268,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
New Luxury 4bedroom Terrace Duplex In A Good Location,Gra Ikeja Ikeja Gra Ikeja Lagos,₦,"105,000,000",0,1,1, beds, baths, Toilets
5000sqm Of Land,Ikeja Gra Ikeja Lagos,₦,"2,200,000,000",0,0,0,0 beds,0 baths,0 Toilets
A Lovely Five Storey Building Sitting On Almost 5 Plots,Opebi Ikeja Lagos,₦,"1,300,000,000",0,0,0,5 beds, baths, Toilets
935 Sqm Of Land, Agidingbi Ikeja Lagos,₦,"220,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
Luxury 2 Units Of 5bedroom Duplex,Juli Estate Oregun Ikeja Oregun Ikeja Lagos,₦,"85,000,000",0,0,0,5 beds,5 baths,5 Toilets
640sqms Table Land,Omole Phase1 Agidingbi Ikeja Lagos,₦,"185,000,000",0,0,0,0 beds,0 baths,0 Toilets
1000sqm Of Land,Off Oba Akinjobi Way Ikeja Gra Ikeja Lagos,₦,"320,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
For Sale 5500sqm Of Land,Awolowo Way Ikeja Lagos,₦,"1,800,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
Newly Built 5 Bedroom Semi Detached Duplex With Bq In An Estate,Adeniyi Jones Ikeja Lagos,₦,"140,000,000",0,1,0,5 beds,5 baths,5 Toilets
Luxury Executive 3bedroom Flat Apartment,Allen Avenue Ikeja Allen Avenue Ikeja Lagos,₦,"50,000,000",0,0,1,0 beds,0 baths,0 Toilets
Luxury 5 Bedroom Detached House With 2 Rooms Bq And Swimming Pool,Magodo Phase 2 Gra Shangisha Alausa Ikeja Lagos,₦,"260,000,000",0,1,1,5 beds,7 baths,7 Toilets
Standard Executive Newly Built 3 Bedroom Flat With A Room Bq,Awuse Estate Opebi Lagos Opebi Ikeja Lagos,₦,"55,000,000",0,1,0,3 beds,3 baths,3 Toilets
Honourable And Astonishing 5 Bedroom Fully Detached Duplex With Swimming Pool At Ikeja Gra,Ikeja Gra Ikeja Lagos,₦,"300,000,000",0,1,0,5 beds,5 baths,6 Toilets
New Luxury 2bedroom Flat Apartment In A Gated Estate,Dideolu Estate Ogba Close To Adeniyi Jones Adeniyi Jones Ikeja Lagos,₦,"40,000,000",1,1,1,2 beds,3 baths,3 Toilets
"1,560sqm Of Land",Opebi Ikeja Lagos,₦,"580,000,000",0,0,0,0 beds,0 baths,0 Toilets
5 Bedroom Fully Detached Duplex With Bq,Balogun Ikeja Lagos,₦,"170,000,000",0,1,0,5 beds,5 baths,5 Toilets
Land,Aromire Avenue Ikeja Allen Avenue Ikeja Lagos,₦,"360,000,000",0,0,0,0 beds,0 baths,0 Toilets
Blocks Of 3 And 2 Bedroom Flat,Adeniyi Jones Ikeja Lagos,₦,"200,000,000",0,0,0,3 beds,0 baths,0 Toilets
500sqm Of Land,Ikeja Gra Ikeja Lagos,₦,"210,000,000",0,0,0,0 beds,0 baths,0 Toilets
Standard Commercial Property Of 3storey Building On 1000sqm,Kudirat Abiola Way Oregun Oregun Ikeja Lagos,₦,"350,000,000",0,0,0, beds, baths, Toilets
A Standard Well Designed Fully Functional 32 Rooms Hotel,Gra Ikeja Gra Ikeja Lagos,₦,"2,600,000,000",0,0,1,0 beds,0 baths,0 Toilets
Furnished 4 Bedroom Semi Detached Duplex,"Ikeja, Lagos. Ikeja Lagos",₦,"55,000,000",0,0,0,4 beds,4 baths,5 Toilets
32 Hotel Rooms With Pool And Facilities, Ikeja Gra Ikeja Lagos,₦,"2,600,000,000",0,0,0,10 beds,10 baths,10 Toilets
New Luxury 5bedroom Fully Detached Duplex With Bq,Magodo Phase 2 Gra Shangisha By Alausa Ikeja Alausa Ikeja Lagos,₦,"220,000,000",0,1,1,5 beds,6 baths,6 Toilets
New Luxury 5bedroom Fully Furnished Fully Detached Duplex With Bq Swimming Pool,Gated Estate Opebi Ikeja Opebi Ikeja Lagos,₦,"450,000,000",0,1,1,5 beds,8 baths,8 Toilets
Luxury 4bedroom Terrace Duplex With Bq,Oregun Ikeja Oregun Ikeja Lagos,₦,"80,000,000",0,1,1,0 beds,0 baths,0 Toilets
Luxury 3bedroom Flat With Bq,Oregun Ikeja Oregun Ikeja Lagos,₦,"60,000,000",0,1,1,0 beds,0 baths,0 Toilets
For Sale 640sqm Of Land,Ikeja Gra Ikeja Lagos,₦,"320,000,000",0,0,0,0 beds,0 baths,0 Toilets
For Sale 1500sqm Of Land,Ikeja Gra Ikeja Lagos,₦,"400,000,000",0,0,0,0 beds,0 baths,0 Toilets
Nite Shift Shopping Complex On 2000sqm,Opebi Ikeja Lagos Opebi Ikeja Lagos,₦,"800,000,000",0,0,0,0 beds,0 baths,0 Toilets
Hotel/ Shortlets Apartment With 13 Rooms,Opebi Ikeja Lagos,₦,"270,000,000",0,0,0,0 beds,0 baths,0 Toilets
Newly Built 4 Bedroom Semi Detached Duplex,Ikeja Gra Ikeja Lagos,₦,"170,000,000",0,1,0,4 beds,4 baths,4 Toilets
6 Numbers Of 3 Bedroom Flats,Allen Avenue Ikeja Lagos,₦,"55,000,000",0,1,0,3 beds,3 baths,3 Toilets
School,Valley Estate Cement Bus Stop Ikeja Lagos Mangoro Ikeja Lagos,₦,"600,000,000",0,0,0, beds, baths, Toilets
2 Units Of 5 Bedroom Duplex + 1 Unit Of 4 Bedroom Duplex + 1 Room Bq Each On 950sqm,"On Allen Avenue, Ikeja, Lagos. Allen Avenue Ikeja Lagos",₦,"160,000,000",0,0,0,10 beds,10 baths,10 Toilets
A Standard 5bedroom Duplex + Bq,Ikeja Gra Ikeja Lagos,₦,"160,000,000",0,0,0,5 beds,0 baths,0 Toilets
Functional Nail Factory,Ikeja Lagos Opebi Ikeja Lagos,₦,"10,000,000,000",0,0,0,0 beds,0 baths,0 Toilets
"Block Of 8 Numbers Of 4 Bedroom Flats On 2,000 Square Meters Land","Valley View Estate, Agidingbi, Ikeja, Lagos. Agidingbi Ikeja Lagos",₦,"220,000,000",0,0,0,0 beds,0 baths,0 Toilets
A Standard 5bedroom Duplex,Opebi Ikeja Lagos,₦,"220,000,000",0,0,0,5 beds,0 baths,0 Toilets
Commercial Demilishable Structure On 2000sqm Land Facing Major Express,Major Adeniyi Jones Road Adeniyi Jones Ikeja Lagos,₦,"400,000,000",0,0,0, beds, baths, Toilets
7 Bedroom Detached House,Adeniyi Jones Ikeja Lagos,₦,"310,000,000",0,0,1,7 beds,7 baths,7 Toilets
970sqm Of Dryland In A Very Good Estate,Oregun Ikeja Lagos,₦,"170,000,000",0,0,0,0 beds,0 baths,0 Toilets
Commercial 30room Hotel On 800sqm Land,Off Airport Mafoluku Oshodi Airport Road(ikeja) Ikeja Lagos,₦,"250,000,000",0,0,0,0 beds,0 baths,0 Toilets
A Lovely 5 Bedroom Detached Duplex,Ikeja Lagos,₦,"150,000,000",0,0,0,5 beds,0 baths,0 Toilets
A Plot Measuring 1000sqm With Demolishable,Ogundana Str Off Allen Avenue Allen Avenue Ikeja Lagos,₦,"160,000,000",0,0,0, beds, baths, Toilets
New Luxury 5bedroom Detached House With 2bedroom Bq,Omole Phase 1 Estate Agidingbi Ikeja Lagos,₦,"210,000,000",0,0,1, beds, baths, Toilets
1200sqm Of Land,Agidingbi Ikeja Lagos,₦,"230,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
Land,Awolowo Way Ikeja Lagos,₦,"270,000,000",0,0,0,0 beds,0 baths,0 Toilets
One Acre Of Land Along Aromire Avenue Ikeja,Adeniyi Jones Ikeja Lagos,₦,"1,400,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
1500sqm Of Dry Plot Of Land,Ikeja Gra Ikeja Lagos,₦,"525,000,000",0,0,0,0 beds,0 baths,0 Toilets
"5 Bedroom Duplex, 5 Bedroom Bungalow & 3 Bedroom Bungalow + Bqs On 1,500sqm Land","Ikeja Gra, Lagos. Ikeja Gra Ikeja Lagos",₦,"370,000,000",0,0,0,10 beds,10 baths,10 Toilets
1200sqm Of Land,Off Isaac John Ikeja Gra Ikeja Lagos,₦,"380,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
Standard 25 Rooms Hotel In A Good Location,Ikeja Ikeja Lagos,₦,"30,000,000",0,0,1,0 beds,0 baths,0 Toilets
An Executive 4bedroom Duplex,Opebi Ikeja Lagos,₦,"110,000,000",0,0,0,0 beds,0 baths,0 Toilets
Luxury 5bedroom Detached Duplex With Office Reception Area,Gra Ikeja Ikeja Gra Ikeja Lagos,₦,"350,000,000",0,0,1, beds, baths, Toilets
Executive 4bedroom Terrace Duplex With Swimming Pool And Gym,Ikeja Gra Ikeja Gra Ikeja Lagos,₦,"100,000,000",0,1,1,4 beds,6 baths,6 Toilets
2 Acres Of Land,Alausa Ikeja Lagos,₦,"130,000,000",0,0,0,0 beds,0 baths,0 Toilets
Prime Commercial Land Measuring 1000sqm And 700sqm,Allen Avenue Ikeja Allen Avenue Ikeja Lagos,₦,"140,000,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Semi Detached Duplex,Adeniyi Jones Ikeja Lagos,₦,"98,000,000",0,1,0,4 beds,4 baths,4 Toilets
12units Of 3bedroom @ Gra Ikeja,Ikeja Gra Ikeja Lagos,₦,"980,000,000",0,0,0, beds, baths, Toilets
A Immaculate Well Designed 4bedroom Terrace Duplex,Ikeja Gra Ikeja Lagos,₦,"85,000,000",0,0,0,4 beds, baths, Toilets
A Lovely 5bedroom Detached Duplex,Ikeja Gra Ikeja Lagos,₦,"280,000,000",0,0,0,0 beds,0 baths,0 Toilets
3 Bedroom Flats,Opebi Ikeja Lagos,₦,"140,000,000",0,0,0,3 beds,3 baths,3 Toilets
6 Bedroom Detached Duplex, Adeniyi Jones Ikeja Lagos,₦,"140,000,000/day",0,1,0,6 beds,6 baths,6 Toilets
New Luxury 4bedroom Fully Detached Duplex With Bq,Gated Estate Off Awolowo Way Ikeja Awolowo Way Ikeja Lagos,₦,"135,000,000",0,1,1,4 beds,7 baths,7 Toilets
1700sqm Land,Magodo Phase 2 Gra Shangisha Alausa Ikeja Lagos,₦,"555,000,000",0,0,0,0 beds,0 baths,0 Toilets
Luxury Functional 25room Hotel,Acme Agidingbi Agidingbi Ikeja Lagos,₦,"450,000,000",0,0,0, beds, baths, Toilets
"New Luxury 7bedroom Mansion With Bq, Swimming Pool",Gra Ikeja Ikeja Gra Ikeja Lagos,₦,"700,000,000",0,1,1,7 beds,9 baths,9 Toilets
3.5 Acres Of Land,Awolowo Way Ikeja Lagos,₦,"5,300,000,000",0,0,0,0 beds,0 baths,0 Toilets
32 Room Hotel In Gra Ikeja,... Ikeja Gra Ikeja Lagos,₦,"2,300,000,000/day",1,0,1,10 beds,10 baths,10 Toilets
A Block Of 6 Flats & 12 Units Of Lock Up Shops,"Ogba, Ikeja, Lagos. Ikeja Lagos",₦,"90,000,000",0,0,0, beds, baths, Toilets
4 Units Of 3 Bedroom Terrace Duplex With Bq,Allen Avenue Ikeja Lagos,₦,"90,000,000",0,0,0,3 beds,3 baths,3 Toilets
New Luxury 4bedroom Semi Detached Duplex With Bq,Omole Phase 1 Estate Agidingbi Ikeja Lagos,₦,"115,000,000",0,1,1,4 beds,6 baths,6 Toilets
Complete Luxury Fully Furnished 5bedroom Mansion With Bq,Gated Estate Opebi Ikeja Opebi Ikeja Lagos,₦,"350,000,000",0,1,1,5 beds,7 baths,7 Toilets
Standard Full Plot Of Land,Ajao Estate By Airport Road Airport Road(ikeja) Ikeja Lagos,₦,"50,000,000",0,0,0,0 beds,0 baths,0 Toilets
Standard 650sqm Land In A Nice Area,Omole Phase 1 Estate Agidingbi Ikeja Lagos,₦,"70,000,000",0,0,0, beds, baths, Toilets
4 Bedroom Detached House + 2 Bedroom Bq In A Serene & Gated Estate,"Peace Court Estate, Adeyemo Alakija, Ikeja Gra, Lagos. Ikeja Gra Ikeja Lagos",₦,"140,000,000",0,0,0,4 beds,4 baths,5 Toilets
Standard 2 Block Building Of 14flat Of 3bedroom Furnished,Ajao Estate Off Airport Road Airport Road(ikeja) Ikeja Lagos,₦,"500,000,000",0,0,1,3 beds,4 baths,4 Toilets
Executive 7bedroom Duplex With 2flat Of 2bedroom,Magodo Phase 2 Gra Shangisha By Alausa Ikeja Alausa Ikeja Lagos,₦,"200,000,000",0,0,1,7 beds,8 baths,8 Toilets
1200sqm Of Land,Oregun Ikeja Lagos,₦,"110,000,000",0,0,0,0 beds,0 baths,0 Toilets
Executive 5bedroom Bungalow With 2bedroom Bq On 1025sqm,Toyin Ikeja Toyin Street Ikeja Lagos,₦,"170,000,000",0,0,1, beds, baths, Toilets
Standard 1000sqm Land In A Good Location,Agidingbi Ikeja Agidingbi Ikeja Lagos,₦,"110,000,000",0,0,0, beds, baths, Toilets
4 Units Of 3 Bedroom Flat,Allen Avenue Ikeja Lagos,₦,"130,000,000",0,0,0,3 beds,3 baths,3 Toilets
Luxury Commercial 9floors On 4plots,Allen Avenue Ikeja Allen Avenue Ikeja Lagos,₦,"1,300,000,000",0,0,0, beds, baths, Toilets
Newly Built 5 Bedroom Semi Detached Duplex With Bq,Maryland Ikeja Lagos,₦,"120,000,000",0,1,0,5 beds,5 baths,5 Toilets
1300sqm Of Bareland,Ajao Estate Airport Road(ikeja) Ikeja Lagos,₦,"110,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
A Standard 4bedroom Duplex,Ikeja Gra Ikeja Lagos,₦,"180,000,000",0,0,0,4 beds,0 baths,0 Toilets
4bedrooms Detached Duplex With Bq In Adeniyi Jones Ikeja,Ikeja Adeniyi Jones Ikeja Lagos,₦,"90,000,000",0,0,0,4 beds,4 baths,4 Toilets
Lovely 5 Bedroom Detached En Suite Duplex On Two Floors With Bq,Adeniyi Jones Ikeja Adeniyi Jones Ikeja Lagos,₦,"145,000,000",0,0,0,5 beds,5 baths,5 Toilets
2 Units Of 5 Bedroom Detached Mansion + Swimming Pool,Awuse Estate Opebi Lagos Opebi Ikeja Lagos,₦,"550,000,000",0,1,0,5 beds,5 baths,5 Toilets
A Commercial Property Suitable For Shoppping Complex With C Of O, Alausa Ikeja Lagos,₦,"270,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Semi Detached Duplex With Bq,Ikeja Lagos,₦,"97,000,000",0,0,0,4 beds,4 baths,4 Toilets
A Bareland Measuring 1600sqm Land,Opebi Ikeja Lagos Ikeja Lagos,₦,"230,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
Luxury 5bedroom Detached Duplex With Bq On 378sqm Land,Magodo Phase 2 Gra Shangisha By Alausa Ikeja Alausa Ikeja Lagos,₦,"175,000,000",0,1,1,5 beds,7 baths,7 Toilets
Newly Built 5 Bedroom Detached Duplex,Magodo Phase2 Estate Alausa Ikeja Lagos,₦,"210,000,000",0,1,0,5 beds,5 baths,6 Toilets
Executive Luxury 3bedroom Flat Apartment In Good Location,Magodo Phase 2 Gra Shangisha By Alausa Ikeja Alausa Ikeja Lagos,₦,"45,000,000",0,0,1,3 beds,4 baths,4 Toilets
Standard 1289sqm Land With Demolishable Structure In A Good Location,Gra Ikeja Ikeja Gra Ikeja Lagos,₦,"300,000,000",0,0,0, beds, baths, Toilets
Newly Built 4 Bedroom Duplex,Olowora Behind Omole Phase2 Alausa Ikeja Lagos,₦,"60,000,000",0,1,0,4 beds,4 baths,5 Toilets
A Standard 4bedroom Detached Duplex,Alakija Unity Road Ikeja Lagos,₦,"150,000,000",0,0,0,4 beds, baths, Toilets
