Title,Location,Currency,Price,Serviced,Newly Built,Furnished,Bedrooms,Bathrooms,Toilets
"5 Bedroom Duplex, All En Suite",Oduduwa Crescent Ikeja Gra Ikeja Lagos,₦,"270,000,000",0,0,1,5 beds, baths, Toilets
4 Bedroom Semi Detached Duplex With 1 Room Bq,Off Toyin Toyin Street Ikeja Lagos,₦,"85,000,000",0,0,0,4 beds,4 baths,4 Toilets
Lovely Fully Detached 5 Bedrooms Duplex In Ikeja G R A With C Of O, Ikeja Gra Ikeja Lagos,₦,"230,000,000",0,0,0,5 beds,5 baths,7 Toilets
2 Plots Of Land,26 Akeem Balogun Off Agidigbin Ikeja Agidingbi Ikeja Lagos,₦,"360,000,000/sqm",0,0,0, beds, baths, Toilets
Affordable Luxury 2 Bedroom Apartments With A Let To Own Scheme,"Salvation Road, After Wema Bank, Omega Courts Opebi Ikeja Lagos",₦,"28,000,000",1,1,1,2 beds,3 baths,3 Toilets
"Move In To An Affordable Luxury 4 Bedroom Apartments. Two Units Remaining, Pay Within (1 15) Years","Salvation Road, After Sheraton, Awuse Estate,omega Courts Opebi Ikeja Lagos",₦,"45,000,000",1,1,0,4 beds,5 baths,5 Toilets
"Get Your Keys To An Affordable Luxury 4 Bedroom Apartments. Two Units Remaining, Pay Within (1 15) Years","Salvation Road, Awuse Estate, After Sheraton Opebi Ikeja Lagos",₦,"42,000,000",1,1,1,4 beds,5 baths,5 Toilets
Brand New And Cute Two (2) Bedroom Bungalow,"Cocosheen Street, By Ikeja Medical Center Allen Avenue Ikeja Lagos",₦,"87,000,000",0,0,0,4 beds,0 baths,0 Toilets
5 Bedroom Detached Duplex, Ikeja Gra Ikeja Lagos,₦,"230,000,000",0,0,0,5 beds,0 baths,0 Toilets
4 Units Of 4 Bedroom Detached Duplex And 4 Units Of Mini Flats,"Sasegbon Street, Ikeja Gra Ikeja Lagos",₦,"650,000,000",0,0,0,4 beds,0 baths,0 Toilets
5 Bedroom Detached House With Bq, Adeniyi Jones Ikeja Lagos,₦,"135,000,000",0,0,0,5 beds,0 baths,0 Toilets
Newly Built 3 Bedroom Flat,Omole Phase 2 Ikeja Lagos,₦,"35,000,000",0,0,0,3 beds,0 baths,0 Toilets
23 Bedrooms Guest House,Off Allen Avenue Allen Avenue Ikeja Lagos,₦,"20,000,000",0,0,0,0 beds,0 baths,0 Toilets
Mixed Use Land, Oregun Ikeja Lagos,₦,"120,000,000",0,0,0,0 beds,0 baths,0 Toilets
Commercial Land Measuring About 1000sm, Alausa Ikeja Lagos,₦,"350,000,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedrooms Duplex Has A Unique Design And Detached, Opebi Ikeja Lagos,₦,"80,000,000",0,0,0,4 beds,0 baths,0 Toilets
Block Of Flat On 2 Floors,"Shanu Street, Off Afariogun Street Awolowo Way Ikeja Lagos",₦,"90,000,000",0,0,0,3 beds,3 baths,0 Toilets
Nicely Built 4 Bedroom Duplex, Oba Akran Ikeja Lagos,₦,"60,000,000",0,0,0,4 beds,0 baths,0 Toilets
Fully Detached 6 Bedroom Duplex With A Room Bq, Ikeja Gra Ikeja Lagos,₦,"200,000,000",0,0,0,6 beds,0 baths,0 Toilets
3 Bedroom Luxury Serviced Flat, Ikeja Gra Ikeja Lagos,₦,"135,000,000",0,0,0,3 beds,0 baths,0 Toilets
Commercial Land,"Olowu Street, Ikeja Lagos",₦,"150,000,000",0,0,0,0 beds,0 baths,0 Toilets
Mixed Use Land,Oba Akinjobi Ikeja Gra Ikeja Lagos,₦,"2,500,000,000",0,0,0,0 beds,0 baths,0 Toilets
32 Bedroom Hotel, Adeniyi Jones Ikeja Lagos,₦,"230,000,000",0,0,0,0 beds,0 baths,0 Toilets
3 Bedroom Flat,Lakewood Court Ikeja Gra Ikeja Lagos,₦,"85,000,000",0,0,0,3 beds,3 baths,4 Toilets
Newly Built And Spacious 4 Bedroom Semi Detached Duplex With Bq,Off Awolowo Way Ikeja Lagos,₦,"65,000,000",0,0,0,4 beds,4 baths,5 Toilets
Commercial Property,.. Awolowo Way Ikeja Lagos,₦,"220,000,000",0,0,0,0 beds,0 baths,0 Toilets
32 Bedroom Hotel, Ikeja Gra Ikeja Lagos,₦,"1,000,000,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Semi Detached Duplex,"Olu Akerele Street, Allen Avenue Ikeja Lagos",₦,"85,000,000",0,0,0,4 beds,3 baths,4 Toilets
5 Bedroom Detached Duplex,.... Adeniyi Jones Ikeja Lagos,₦,"90,000,000",0,0,0,0 beds,0 baths,0 Toilets
3 Bedroom Luxury Apartment, Adeniyi Jones Ikeja Lagos,₦,"60,000,000",0,0,0,3 beds,0 baths,0 Toilets
4 Bedroom Detached Duplex,Adeniyi Jones Ikeja Lagos,₦,"65,000,000",0,0,0,4 beds,4 baths,5 Toilets
Storey Building House,Anifowoshe Ikeja Lagos,₦,"45,000,000",0,0,0,3 beds,0 baths,0 Toilets
4 Bedroom Terraced Duplex,"Opebi Road, Omega Courts, Casavilla Estate, Opebi Ikeja Lagos",₦,"37,500,000",0,0,0,4 beds,5 baths,5 Toilets
4 Bedroom Detached Duplex,"Mko Gardens, Alausa Ikeja Lagos",₦,"85,000,000",0,0,0,4 beds,4 baths,4 Toilets
Residential Land Measuring 300sqm, Ikeja Gra Ikeja Lagos,₦,"55,000,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Terrace Duplex,.... Adeniyi Jones Ikeja Lagos,₦,"60,000,000",0,0,0,0 beds,0 baths,0 Toilets
2 Bedroom Flat,"Atunisi Street Omole Ext 2, Omole Phase 2 Ikeja Lagos",₦,"25,000,000",0,0,0,2 beds,2 baths,3 Toilets
7 Bedroom Detached Duplex,Adeniyi Jones Ikeja Lagos,₦,"200,000,000",0,0,0,7 beds,7 baths,7 Toilets
4 Bedroom Semi Detached Duplex,Opebi Ikeja Lagos,₦,"50,000,000",0,0,0,4 beds,0 baths,5 Toilets
4 Bedroom Terraced Duplex,Adeniyi Jones Ikeja Lagos,₦,"45,000,000",0,0,0,4 beds,4 baths,4 Toilets
Commercial Land,"Lateeef Jakande Road, Agidingbi Ikeja Lagos",₦,"450,000,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Detached Duplex,"Voera Just 20mins Drive To Shoprite, Alausa Ikeja Lagos",₦,"40,000,000",0,0,0,4 beds,4 baths,5 Toilets
4 Bedroom Detached Duplex,"Off Bank Anthony Way, Ikeja Lagos",₦,"70,000,000",0,0,0,4 beds,0 baths,0 Toilets
5 Bedroom Terraced Duplex,"Salvation Road, Omega Courts, Opebi Ikeja Lagos",₦,"70,000,000",0,0,0,5 beds,5 baths,5 Toilets
Newly Built 4 Bedroom Terrace Duplex, Adeniyi Jones Ikeja Lagos,₦,"90,000,000",0,0,0,4 beds,0 baths,0 Toilets
5 Bedroom Detached Duplex,Omole Phase 1 Ikeja Lagos,₦,"105,000,000",0,0,0,5 beds,5 baths,6 Toilets
3 Bedroom Flat, Allen Avenue Ikeja Lagos,₦,"100,000,000",0,0,0,0 beds,0 baths,0 Toilets
Mixed Use Land,"Oba Akinjobi, Ikeja Gra Ikeja Lagos",₦,"1,300,000,000",0,0,0,0 beds,0 baths,0 Toilets
Hotel/ Guest House,.. Ikeja Gra Ikeja Lagos,₦,"144,000,000",0,0,0,0 beds,0 baths,0 Toilets
Warehouse, Ikeja Lagos,₦,"1,200,000,000",0,0,0,0 beds,0 baths,0 Toilets
Block Of Flats,Ikeja Gra Ikeja Lagos,₦,"75,000,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Detached Duplex,Ikeja Gra Ikeja Lagos,₦,"130,000,000",0,0,0,4 beds,4 baths,4 Toilets
5 Bedroom Detached Duplex,Oregun Ikeja Lagos,₦,"50,000,000",0,0,0,5 beds,4 baths,4 Toilets
Land For Sale,Ikeja Gra Ikeja Lagos,₦,"400,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Semi Detached Duplex,"Off Opebi Road, Opebi Ikeja Lagos",₦,"50,000,000",0,0,0,4 beds,4 baths,5 Toilets
7 Bedroom Detached House + Swimming Pool,Joel Ogunnaike Ikeja Gra Ikeja Lagos,₦,"400,000,000",0,0,0,7 beds,0 baths,0 Toilets
Newly Built Semi Detached 5 Bedroom Duplex, Adeniyi Jones Ikeja Lagos,₦,"125,000,000",0,0,0,5 beds,0 baths,0 Toilets
3 Bedroom Flat In An Estate, Oregun Ikeja Lagos,₦,"45,000,000",0,0,0,3 beds,0 baths,0 Toilets
4 Bedroom Terraced Duplex,20 Mins Drive To Allen Roundabout Allen Avenue Ikeja Lagos,₦,"45,000,000",0,0,0,4 beds,3 baths,5 Toilets
Shop/ Office Space,"New Alade Market, Alausa Ikeja Lagos",₦,"4,000,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Detached Duplex,Oregun Ikeja Lagos,₦,"85,000,000",0,0,0,4 beds,0 baths,0 Toilets
3 Bedroom Flat,Ikeja Lagos,₦,"65,000,000",0,0,0,3 beds,0 baths,0 Toilets
Block Of Flats,Ikeja Lagos,₦,"40,000,000",0,0,0,0 beds,0 baths,0 Toilets
Warehouse,"Off Oregun Road, Oregun Ikeja Lagos",₦,"1,100,000,000",0,0,0,0 beds,0 baths,0 Toilets
400sqm Land,Oloko Crescent Agidingbi Ikeja Lagos,₦,"55,000,000",0,0,0,0 beds,0 baths,0 Toilets
17 Bedroom Hotel / Guest House,Allen Avenue Ikeja Lagos,₦,"400,000,000",0,0,0,0 beds,0 baths,0 Toilets
Office Space For Sale.,"Oba Akinjobi, Ikeja Gra Ikeja Lagos",₦,"1,100,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Semi Detached Duplex,Adeniyi Jones Ikeja Lagos,₦,"90,000,000",0,0,0,4 beds,6 baths,5 Toilets
Warehouse For Sale,Oregun Industrial Estate Oregun Ikeja Lagos,₦,"3,300,000,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Semi Detached Duplex,Wemabod Ikeja Lagos,₦,"65,000,000",0,0,0,4 beds,0 baths,0 Toilets
4 Bedroom Semi Detached Duplex,Adeniyi Jones Ikeja Lagos,₦,"100,000,000",0,0,0,4 beds,4 baths,3 Toilets
Mall,... Mobolaji Bank Anthony Way Ikeja Lagos,₦,"3,500,000,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Detached Duplex, Allen Avenue Ikeja Lagos,₦,"85,000,000",0,0,0,4 beds,4 baths,5 Toilets
Commercial Land,Murtala Muhammed Airport Highway Ikeja Lagos,₦,"1,300,000,000",0,0,0,0 beds,0 baths,0 Toilets
2 Bedroom Block Of Flats,Marie's Court Ikeja Gra Ikeja Lagos,₦,"55,000,000",0,0,0,2 beds,0 baths,0 Toilets
5 Bedroom Detached Duplex,Ikeja Gra Ikeja Lagos,₦,"250,000,000",0,0,0,5 beds,5 baths,5 Toilets
Executive 2 Wing Duplex Of 8 Bedroom With 6 Bedroom Fully Detached, Ikeja Gra Ikeja Lagos,₦,"320,000,000",0,0,0,8 beds,0 baths,0 Toilets
Land,"Isaac John Street, Ikeja Gra Ikeja Lagos",₦,"1,800,000,000",0,0,0,0 beds,0 baths,0 Toilets
Commercial Land,Olowu Street Ikeja Lagos,₦,"150,000,000",0,0,0,0 beds,0 baths,0 Toilets
Mixed Use Land,"Oba Akinjobi, Ikeja Gra Ikeja Lagos",₦,"2,200,000,000",0,0,0,0 beds,0 baths,0 Toilets
3 Bedroom Flat, Adeniyi Jones Ikeja Lagos,₦,"40,000,000",0,0,0,3 beds,3 baths,4 Toilets
4 Bedroom Semi Detached Duplex,.... Allen Avenue Ikeja Lagos,₦,"68,000,000",0,0,0,0 beds,0 baths,0 Toilets
3 Bedroom Block Of Flats,.... Adeniyi Jones Ikeja Lagos,₦,"38,000,000",0,0,0,0 beds,0 baths,0 Toilets
5 Bedroom Detached Duplex,Omole Phase 2 Ikeja Lagos,₦,"120,000,000",0,0,0,5 beds,5 baths,6 Toilets
4 Bedroom Fully Detached Duplex, Ikeja Gra Ikeja Lagos,₦,"232,000,000",0,0,0,4 beds,0 baths,0 Toilets
4 Bedroom Semi Detached House,"Mko Garden Estate, (marwa) Alausa Ikeja Lagos",₦,"122,000,000",0,0,0,5 beds,3 baths,0 Toilets
5 Bedroom Detached Duplex,"Gated And Secured Estate Short Drive To, Ikeja Gra, Ikeja Lagos",₦,"140,000,000",0,0,0,6 beds,5 baths,6 Toilets
Land,Joel Ogunaike Street Ikeja Gra Ikeja Lagos,₦,"700,000,000",0,0,0,0 beds,0 baths,0 Toilets
5 Bedroom Semi Detached Duplex,Adeniyi Jones Ikeja Lagos,₦,"125,000,000",0,0,0,5 beds,5 baths,6 Toilets
3 Bedroom Bungalow,Near Shoprite Alausa Ikeja Lagos,₦,"38,000,000",0,0,0,3 beds,0 baths,0 Toilets
3 Bedroom Detached Bungalow.,"Otedola Estate, Alausa Ikeja Lagos",₦,"30,000,000",0,0,0,3 beds,3 baths,3 Toilets
Newly Refurbished Modern Office Complex, Ikeja Lagos,₦,"1,600,000,000",0,0,0,0 beds,0 baths,0 Toilets
Filling Station,Alausa Ikeja Lagos,₦,"600,000,000",0,0,0,0 beds,0 baths,0 Toilets
Office Space, Toyin Street Ikeja Lagos,₦,"320,000,000",0,0,0,0 beds,0 baths,0 Toilets
5 Bedroom Terrace Duplex, Opebi Ikeja Lagos,₦,"75,000,000",0,0,0,5 beds,0 baths,0 Toilets
5 Bedroom Detached Duplex,Ikeja Gra Ikeja Lagos,₦,"250,000,000",0,0,0,0 beds,0 baths,0 Toilets
Residential Land For Sale,Awuse Estate Opebi Ikeja Lagos,₦,"65,000,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Semi Detached Duplex, Adeniyi Jones Ikeja Lagos,₦,"95,000,000",0,0,0,4 beds,4 baths,5 Toilets
Standard 9 Units Of 2 Bedrooms Apartment With 4 Shops On Full Plot,Cement Ikeja Lagos,₦,"28,000,000",0,0,0,2 beds,3 baths,0 Toilets
Block Of Flats,A Serene Close Off Adeniyi Jones Avenue Adeniyi Jones Ikeja Lagos,₦,"140,000,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Semi Detached Duplex,Ikeja Gra Ikeja Lagos,₦,"500,000,000",0,0,0,4 beds,4 baths,5 Toilets
Mixed Use Land,Oduduwa Street Ikeja Gra Ikeja Lagos,₦,"250,000,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Semi Detached Duplex,"Awuse Estate, Ikeja Lagos",₦,"250,000,000",0,0,0,0 beds,0 baths,0 Toilets
5 Bedroom Detached Duplex,Omole Phase 1 Ikeja Lagos,₦,"140,000,000",0,0,0,5 beds,5 baths,5 Toilets
Office Space,"Off Oregun, Oregun Ikeja Lagos",₦,"2,800,000",0,0,0,0 beds,0 baths,0 Toilets
5 Bedroom Block Of Flats,"Ola Ayinde Road, Off Mobolaji Bank Anthony Way Ikeja Lagos",₦,"250,000,000",0,0,0,5 beds,4 baths,4 Toilets
4 Bedroom Luxury Penthouse.,127 Oba Ladejobi Street Off Joel Ogunnaike Ikeja Gra Ikeja Lagos,₦,"180,000,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Detached Duplex,Palm View Estate Just 15 Mins Drive To Shoprite Alausa Ikeja Lagos,₦,"50,000,000",0,0,0,4 beds,4 baths,5 Toilets
3 Bedroom Flat For Sale,"Off Oba Akinjobi Road, Ikeja Gra Ikeja Lagos",₦,"85,000,000",0,0,0,3 beds,3 baths,4 Toilets
4 Bedroom Terrace Duplex,.... Opebi Ikeja Lagos,₦,"50,000,000",0,0,0,0 beds,0 baths,0 Toilets
Flat,"Off Allen Avenue Ikeja, Allen, Ikeja Lagos",₦,"100,000,000",0,0,0,0 beds,0 baths,0 Toilets
Mixed Use Land,Omole Phase 1 Ikeja Lagos,₦,"60,000,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Flat,Opebi Ikeja Lagos,₦,"37,500,000",0,0,0,4 beds,5 baths,5 Toilets
Mixed Use Land,Joel Ogunnaike Ikeja Gra Ikeja Lagos,₦,"1,700,000,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Detached Duplex,Opebi Ikeja Lagos,₦,"90,000,000",0,0,0,4 beds,5 baths,5 Toilets
A Non Functioning Hotel Situated On *4 Plots* Of Land Is For Sale Along Ajegunle,"Ajegunle, Ikeja Lagos",₦,"75,000,000",0,0,0, beds, baths, Toilets
"A Clean Two Wings Of 5bedroom Duplex With Registered Conveyance Located At *gbemisola Street Off Awolowo Way, Ikeja* #130million",Awolowo Way Ikeja Lagos,₦,"130,000,000",0,0,0,5 beds,5 baths,5 Toilets
A Storey Building (hotel),Awolowo Way Ikeja Lagos,₦,"250,000,000",0,0,0, beds, baths, Toilets
Uncompleted Fully Detached House,Oba Akran Ikeja Lagos,₦,"350,000,000",0,0,0, beds, baths, Toilets
200m2 Of Land,"Oduduwa Crescent, Ikeja Gra Ikeja Lagos",₦,"550,000,000",0,0,0, beds, baths, Toilets
Ikeja Gra Prime Land For Sale*,Ikeja Gra Ikeja Lagos,₦,"300,000",0,0,0,1 beds, baths, Toilets
Ikeja Gra Prime Land For Sale*,Ikeja Gra Ikeja Lagos,₦,"200,000",0,0,0, beds, baths, Toilets
"Marvellous Pictures Available For A Serious Client For Sales Of This Direct Luxury 6no Of 3 Bedflat Inside A Spacious St At Back Of Shoprite, Alausa Ikeja For 90m! D Yearly Lease Value Of This Wonderful Investment Is More Than 9m P. A! Luxury 3 Floors",Alausa Ikeja Lagos,₦,"90,000,000",0,0,0, beds, baths, Toilets
2 Plots Of Land,Along Allen Avenue Ikeja Lagos,₦,"800,000,000",0,0,0, beds, baths, Toilets
Ikeja Large Lands For Sale,Awolowo Way Ikeja Lagos,₦,"5,500,000,000",0,0,0, beds, baths, Toilets
2 Wings Duplex Of 5 Bedroom,"Agidingbi, Behind Mega Chicken Agidingbi Ikeja Lagos",₦,"150,000,000",0,0,0, beds, baths, Toilets
4 Acres Of Land,Oba Akran Ikeja Lagos,₦,"2,500,000,000",0,0,0, beds, baths, Toilets
Lovely 4bedroom Detached House With 2nos 2bedroom Flat On 730sqm Land, Ikeja Gra Ikeja Lagos,₦,"100,000,000",0,0,0,4 beds,4 baths,4 Toilets
Uncompleted Fully Detached House,Oba Akran Ikeja Lagos,₦,"350,000,000",0,0,0, beds, baths, Toilets
"Brand New, Exquisitely Finished 4 Bedroom Fully Detached Duplex With Bq",.. Allen Avenue Ikeja Lagos,₦,"65,000,000",1,1,0,4 beds,4 baths,4 Toilets
Block Of 4 Flat Of 3 Bedroom Each,"Orishe Street, Off Awolowo Way Ikeja Lagos",₦,"60,000,000",0,0,0, beds, baths, Toilets
3 Acres Of Commercial Land,Oba Akran Ikeja Lagos,₦,"1,200,000,000",0,0,0, beds, baths, Toilets
A Story Building On A Full Plot Of Land,"Oluwu Street, Ikeja Gra Ikeja Lagos",₦,"70,000,000",0,0,0, beds, baths, Toilets
6 Plot Of Land,Henry Cari Street Oba Akran Ikeja Lagos,₦,"60,000,000",0,0,0, beds, baths, Toilets
"For Sale: An Architectural Master Piece In Awuse Estate, Opebi Ikeja, Lagos ( Direct Brief) Title : C Of O Price : #90m Per Unit Negotiable Contact Me For More Information",Opebi Ikeja Lagos,₦,"90,000,000",0,0,0, beds, baths, Toilets
"3 Bedroom Bungalow +4bq M1,260m2","Joel Ogunaike Street, Ikeja Gra Ikeja Gra Ikeja Lagos",₦,"400,000,000",0,0,0,3 beds, baths, Toilets
Ikeja Gra Prime Land For Sale*,Ikeja Gra Ikeja Lagos,₦,"300,000",0,0,0, beds, baths, Toilets
"A Well Maintained 5 Bedrooms Detached House With 3 Bedrooms B/q On 1,000m2 Big Plot, For Outright Sale.",Opebi Ikeja Lagos,₦,"200,000,000",0,0,0, beds, baths, Toilets
Ikeja Gra Prime Land For Sale,Ikeja Gra Ikeja Lagos,₦,"185,000",0,0,0, beds, baths, Toilets
400m2 Of Land,"Oduduwa Crescent, Ikeja Gra Ikeja Lagos",₦,"800,000,000",0,0,0, beds, baths, Toilets
Ikeja Gra Prime Land For Sale,Ikeja Gra Ikeja Lagos,₦,"190,000",0,0,0, beds, baths, Toilets
Ikeja Gra Prime Land For Sale,Ikeja Gra Ikeja Lagos,₦,"350,000",0,0,0, beds, baths, Toilets
A Bungalow On 810.112sqm Lands,"No. 511 Meteorological Quarters, Kodesho Road, Ikeja Ikeja Lagos",₦,"120,000,000",0,0,0, beds, baths, Toilets
"A Well Maintained 5 Bedrooms Detached House With 3 Bedrooms B/q On 1,000m2 Big Plot, For Outright Sale. Good For; Office H/q, Hospital, Guest House, Club, Bank Etc. Location: Slightly Off Opebi Road, Ikeja. Title: C Of O. Price: #200m.",Opebi Ikeja Lagos,₦,"200,000,000",0,0,0, beds, baths, Toilets
1/2 Plot Of Land,"Egbede Close, Beside Airport Hotel, Ikeja Ikeja Lagos",₦,"100,000,000",0,0,0, beds, baths, Toilets
"Land Size Of 2,500m2",Talabi Street Adeniyi Jones Ikeja Lagos,₦,"550,000,000",0,0,0, beds, baths, Toilets
7 Plots Of Land,"Opposite Ajao Estate, Airport Road(ikeja) Ikeja Lagos",₦,"1,200,000,000",0,0,0, beds, baths, Toilets
Plot Of Land,"Seidu Ajibowu Street, Off Adeshina Street Awolowo Way Ikeja Lagos",₦,"65,000,000",0,0,0, beds, baths, Toilets
Warehouse For Sale,Oregun Ikeja Lagos,₦,"1,200,000,000",0,0,0, beds, baths, Toilets
Ikeja Large Land For Sale,Oba Akran Ikeja Lagos,₦,"3,000,000,000",0,0,0, beds, baths, Toilets
A Bungalow,Oba Akran Ikeja Lagos,₦,"180,000,000",0,0,0, beds, baths, Toilets
Ikeja Gra Prime Land For Sale,Ikeja Gra Ikeja Lagos,₦,"255,000",0,0,0, beds, baths, Toilets
Ikeja Gra Prime Land For Sale,Ikeja Gra Ikeja Lagos,₦,"350,000",0,0,0, beds, baths, Toilets
Fully Furnished 5 Bedroom Duplex With A Room Bq,Ikeja Gra Ikeja Lagos,₦,"270,000,000",0,0,0,5 beds, baths, Toilets
8 Acres Of Land,Oba Akran Ikeja Lagos,₦,"5,000,000,000",0,0,0, beds, baths, Toilets
6 Bedroom Fully Detached House,Aba Johnson Akura Estate Adeniyi Jones Ikeja Lagos,₦,"140,000,000",0,0,0, beds,6 baths, Toilets
Brand New Five Bedroom Semi Detached Duplex,Ikeja Lagos,₦,"250,000,000",0,1,0,5 beds, baths, Toilets
2 Wings Of 5 Bedroom Semi Detached Duplex,Allen Avenue Ikeja Lagos,₦,"65,000,000",0,0,0, beds, baths, Toilets
5bedroom Detached With Bq.,Adeniyi Jones Ikeja Lagos,₦,"100,000,000",0,0,0,5 beds, baths, Toilets
A Block Of Flat,Ajasa Street Awolowo Way Ikeja Lagos,₦,"55,000,000",0,0,0, beds, baths, Toilets
Land For Sale,Oduduwa Crescent Ikeja Gra Ikeja Lagos,₦,"750,000,000",0,0,0, beds, baths, Toilets
502 Sqmts Land Area To Cut Out Of An Existing Building..(well Shaped),Adeniyi Jones Ikeja Lagos,₦,"75,000,000",0,0,0, beds, baths, Toilets
Ikeja Gra Prime Land For Sale*,Ikeja Gra Ikeja Lagos,₦,"270,000",0,0,0, beds, baths, Toilets
One Acre Of Land Besife First Bank Along Oba Acran Ikeja,Oba Akran Ikeja Lagos,₦,"1,500,000,000",0,0,0, beds, baths, Toilets
5 Bedroom Bedroom Fully Detached Duplex On 680m2,Ikeja Gra Ikeja Lagos,₦,"170,000,000",0,0,0, beds, baths, Toilets
"3 Plots & Half Directly On Agidingbi Road, Cadbury Ikeja, Lagos. 100% Ok For Any Kind Of Commercial Purpose On Agidinbi Road, Ikeja. Price: 450 Million Asking.",Agidingbi Ikeja Lagos,₦,"450,000,000",0,0,0, beds, baths, Toilets
A Block Of 4 Flats Of 3 Bedroom Each + A Room Bq,Adeniyi Jones Ikeja Lagos,₦,"100,000,000",0,0,0, beds, baths, Toilets
"Very Hot Land For Sale In Awuse Estate A Nicely Located Dry Land Measuring 300sqm In A Very Serene Area Of Awuse Estate, Opebi Ikeja, Lagos Title : Registered Conveyance Price : #65m",Opebi Ikeja Lagos,₦,"65,000,000",0,0,0, beds, baths, Toilets
Vacant Commercial Plot Of Land,Ikeja Gra Ikeja Lagos,₦,"420,000,000",0,0,0, beds, baths, Toilets
4 Flats Of 3broom Flat Each All Rooms Ensuites Seat On 700sqm Of Land,"Ogba, Ikeja Lagos",₦,"65,000,000",0,0,0, beds, baths, Toilets
"Six, 3 Bedroom Flat On 2 Plot Off Toyin Street, Back Of Saint Leo’s Church, Ikeja, Lagos.",Toyin Street Ikeja Lagos,₦,"150,000,000",0,0,0,3 beds, baths, Toilets
Plot Of Land,Oba Akran Ikeja Lagos,₦,"170,000,000",0,0,0, beds, baths, Toilets
A Prime And Fenced 9 Acre Of Land With Good Title,Oba Akran Ikeja Lagos,₦,"4,000,000,000",0,0,0, beds, baths, Toilets
One Acre Of Land Along Awolowo Way Opposite Airport Hotel Ikeja,Awolowo Way Ikeja Lagos,₦,"1,500,000,000",0,0,0, beds, baths, Toilets
"A Clean 6nos Of 3bedroom Flats On 1,168.618 Square Meters With Cofo Located Off *sunday Adigun Street At Back Of Shop Rite, Alausa Ikeja* #90million",Alausa Ikeja Lagos,₦,"90,000,000",0,0,0,4 beds,3 baths,4 Toilets
C Of O,Joel Ogunnaike Road Ikeja Ikeja Gra Ikeja Lagos,₦,"650,000,000",0,1,0, beds, baths, Toilets
5000 Square Meter Land At International Mm1 Airport Road Before Mobile Filling Station Mafoluku Oshodi Way.,Mafoluku Mm1 Airport Road(ikeja) Ikeja Lagos,₦,"950,000,000",0,0,0, beds, baths, Toilets
Tastefully Finished Brand New 5bedroom Detached Duplex,Adeniyi Jones Ikeja Lagos,₦,"135,000,000",0,1,0,5 beds,5 baths,6 Toilets
Luxury 5bedroom Detached Duplex In A Serene Environment,Ikeja Gra Ikeja Lagos,₦,"280,000,000",0,1,0,5 beds,5 baths,6 Toilets
"Factory/warehouse On 17,600 Square Meters",Oregun Ikeja Lagos,₦,"2,750,000,000",0,0,0, beds, baths, Toilets
Plot Measuring 600 Square Meters,Allen Avenue Ikeja Lagos,₦,"75,000,000",0,0,0, beds, baths, Toilets
"Fuel Station Directly Off Agidingbi Road, Ikeja",Agidingbi Ikeja Lagos,₦,"690,000,000",0,0,0, beds, baths, Toilets
"5 Bedrooms Duplex On 1000 Sqmts Near Allen Avenue, Ikeja",Allen Avenue Allen Avenue Ikeja Lagos,₦,"150,000,000",0,0,0,5 beds,5 baths,5 Toilets
4 Bedroom Terrace Duplex With A Room Bq,Opebi Opebi Ikeja Lagos,₦,"68,000,000",0,0,0,4 beds,5 baths,5 Toilets
Luxury 3 Bedroom Serviced Flat,Off Adeniyi Jones Adeniyi Jones Ikeja Lagos,₦,"65,000,000",1,1,0,3 beds,4 baths,4 Toilets
A Newly Built 3 Unit Terrace Building Of 4 Bedrooms Duplex With Bq In Serene Neighborhood,Abba Johnson Crescent Akora Villas Estate Adeniyi Jones Adeniyi Jones Ikeja Lagos,₦,"60,000,000",0,1,1,4 beds,4 baths,5 Toilets
A Newly Built Semi Detached 5 Bedrooms Duplex With Bq In Serene Neighborhood,"Awori Close Akora Villas Estate, Adeniyi Jones Adeniyi Jones Ikeja Lagos",₦,"100,000,000",0,1,1,5 beds,5 baths,6 Toilets
A Newly Built 2 Unit 5 Bedrooms Duplex With Bq In Serene Neighborhood,Awori Close Akora Villa's Estate Adeniyi Jones Adeniyi Jones Ikeja Lagos,₦,"150,000,000",1,1,1,5 beds,5 baths,6 Toilets
