Title,Location,Currency,Price,Serviced,Newly Built,Furnished,Bedrooms,Bathrooms,Toilets
Luxury 3 Bedroom All Rooms En Suite Apartment With A Room Bq,Banana Island Ikoyi Lagos,₦,"185,000,000",1,1,0,3 beds,3 baths,4 Toilets
"6,000sqm Land",Ikoyi Lagos,₦,"2,500,000,000",0,0,0,0 beds,0 baths,0 Toilets
304sqm Of Land,Off Keffi Road Ikoyi Lagos,₦,"70,000,000",0,0,0, beds, baths, Toilets
"Newly Built Luxury 8 Bedroom Fully Finished And Fully Serviced Duplex With Air Conditioning ,fully Fitted Kitchen And 2 Rooms Bq",Osbourne 1 Foreshore Estate Lagos State. Osborne Foreshore Estate Ikoyi Lagos,₦,"1,000,000,000",1,1,0,8 beds,9 baths,9 Toilets
4 Bedroom Maisonnette With Bq,Parkview Parkview Estate Ikoyi Lagos,₦,"170,000,000",0,0,0,4 beds,4 baths,4 Toilets
Available Land,Bedwell Ikoyi Lagos,₦,"420,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
Water Front Land,Mojisola Onikoyi Mojisola Onikoyi Estate Ikoyi Lagos,₦,"1,400,000,000",0,0,0,0 beds,0 baths,0 Toilets
A Beautifully Built And Well Furnished 5 Bedroom Detached Duplex With 3 Rooms Bq,Off Queens Drive Old Ikoyi Ikoyi Lagos,₦,"3,000,000,000",0,0,0,5 beds,0 baths,0 Toilets
"Luxury Newly Built 5 Bedroom Semi Detached Duplex Plus Bq With Air Conditioning , Fully Fitted Kitchen",Banana Island Estate Ikoyi. Banana Island Ikoyi Lagos,$,"1,500,000",1,1,0,5 beds,6 baths,6 Toilets
Mixed Used Land,"Banana Island, Ikoyi Banana Island Ikoyi Lagos",₦,"950,000",0,0,0,0 beds,0 baths,0 Toilets
Luxury 4 Bedroom Terrace Duplex,Ikoyi Lagos,₦,"350,000,000",1,0,0,4 beds,4 baths,5 Toilets
5 Bedroom Detached Duplex With Bq,Banana Island Ikoyi Lagos,₦,"600,000,000",0,0,0,5 beds,5 baths,6 Toilets
500sqm Of Land,Off Alexander Avenue Ikoyi Lagos,₦,"210,000,000",0,0,0, beds, baths, Toilets
20 Unit Of 3 Bedroom Apartment With 1bq Each,Onikoyi Road Ikoyi Lagos,₦,"170,000,000",0,1,0,3 beds,3 baths,4 Toilets
1900sqms Joint Venture, Parkview Estate Ikoyi Lagos,₦,"600,000,000",0,0,0,0 beds,0 baths,0 Toilets
Land,Phase 2 Osborne Foreshore Estate Ikoyi Lagos,₦,"400,000,000",0,0,0,0 beds,0 baths,0 Toilets
Luxury Brand New 3 Bedroom Serviced Upper Floor Apartment,Old Ikoyi Lagos State. Old Ikoyi Ikoyi Lagos,₦,"250,000,000",1,1,0,3 beds,4 baths,4 Toilets
746sqm Of Well Titled Land In A Serene Gated Estate,Second Avenue Estate Abacha Estate Ikoyi Lagos,₦,"550,000/sqm",0,0,0, beds, baths, Toilets
3 Bedroom Flat With Bq,Thompson Avenue Ikoyi Lagos,₦,"180,000,000",0,0,0,0 beds,0 baths,0 Toilets
Exquisitely Finished Spacious 3 Bedroom Apartment With Bq,Ikoyi Lagos,₦,"200,000,000",0,1,1,3 beds,4 baths,4 Toilets
"4,400sqm Land For Sale At Kingsway Close, Ikoyi, Lagos",Ikoyi Lagos,₦,"3,600,000,000",0,0,0, beds, baths, Toilets
Land,Phase 2 Osborne Foreshore Estate Ikoyi Lagos,₦,"2,000,000,000",0,0,0,0 beds,0 baths,0 Toilets
"Corner Piece 4,506sqm For Joint Venture",Bayo Kuku/gerard Ikoyi Lagos,₦,"1,100,000,000",0,0,0,0 beds,0 baths,0 Toilets
2 Bedroom Luxury Apartment + Bq,Bourdillon Ikoyi Lagos,₦,"150,000,000",0,0,0,2 beds,3 baths,3 Toilets
Four Bedroom Apartment Available,Ikoyi Ikoyi S.w Ikoyi Lagos,₦,"240,000,000",0,0,0,4 beds,4 baths,4 Toilets
Newly Built Furnished Three (3)bedroom Terrace Plus Bq,Banana Island Ikoyi Lagos,₦,"280,000,000",1,1,1,3 beds,3 baths,4 Toilets
2600sqm Of Land,Club Road/oba Elegushi Road Old Ikoyi Ikoyi Lagos,₦,"1,600,000,000",0,0,0,0 beds,0 baths,0 Toilets
3100sqm Of Land In A Fantastic Location,Banana Island Road Old Ikoyi Ikoyi Lagos,₦,"900,000/sqm",0,0,0, beds, baths, Toilets
3000sqm Fenced & Gated Waterfront Land With Jetty,Osborne Foreshore Estate Ikoyi Lagos,₦,"2,400,000,000",0,0,0, beds, baths, Toilets
Land,Osborne Foreshore Estate Ikoyi Lagos,₦,"320,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
Opulent Quality 5 Bed Fully Detached Duplex,Ikoyi Lagos,₦,"650,000,000",0,0,0,5 beds,5 baths,6 Toilets
Luxuriously Finished Newly Built 7 Bedroom Duplex,Banana Island Banana Island Ikoyi Lagos,₦,"2,200,000,000",0,1,0,7 beds,7 baths,7 Toilets
"Land Measuring 5,000sqm",Old Ikoyi Ikoyi Lagos,$,"10,000,000",0,0,0,0 beds,0 baths,0 Toilets
"Newly Built Luxury 5 Bedroom Fully Furnished And Fully Serviced Semi Detached Duplex Plus Bq With Air Conditioning , Fully Fitted Kitchen","Banana Island Estate, Ikoyi Lagos. Banana Island Ikoyi Lagos",₦,"450,000,000",1,1,0,5 beds,6 baths,6 Toilets
"Newly Built Luxury 5 Bedroom Fully Furnished And Fully Serviced Detached Duplex Plus Bq With Air Conditioning , Fully Fitted Kitchen","Banana Island Estate, Ikoyi Lagos. Banana Island Ikoyi Lagos",₦,"1,000,000,000",1,1,1,5 beds,6 baths,6 Toilets
"Brand New, Contemporary And Tastefully Finished 5 Bedroom Fully Detached Duplex, With 3 Bedroom Boys Quarter",Off Turnbull Road Ikoyi Lagos,₦,"450,000,000",0,0,0,5 beds,5 baths,6 Toilets
Land,Ikoyi Lagos,₦,"1,075,000,000",0,0,0,0 beds,0 baths,0 Toilets
Presidential 6 Bedrooms Detached Duplex With Swimming & Gym,Banana Island Banana Island Ikoyi Lagos,₦,"1,600,000,000",0,1,0,6 beds,6 baths,7 Toilets
4 Bedroom Fully Detached Duplex,Maitama Sule Street Awolowo Road Ikoyi Lagos,₦,"450,000,000",0,0,0,0 beds,0 baths,0 Toilets
Land,Acacia Drive Osborne Phase2 Osborne Foreshore Estate Ikoyi Lagos,₦,"360,000,000",0,0,0,0 beds,0 baths,0 Toilets
Land,Banana Island Ikoyi Lagos,₦,"850,000",0,0,0,0 beds,0 baths,0 Toilets
Land Measuring 1090sqm,Banana Island Ikoyi Lagos,₦,"1,200,000",0,0,0,0 beds,0 baths,0 Toilets
Land,Phase 1 Osborne Foreshore Estate Ikoyi Lagos,₦,"580,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
Super Luxury 30 Bedroom Boutique Hotel,Ikoyi Lagos,₦,"3,000,000,000",0,0,0, beds, baths, Toilets
3 Bedroom Terraced Duplex With Bq,Osborne Phase 2 Ikoyi Lagos,₦,"120,000,000",0,0,0,3 beds,0 baths,0 Toilets
Land,Old Ikoyi Ikoyi Lagos,₦,"1,300,000,000",0,0,0,0 beds,0 baths,0 Toilets
3 Units Of 4 Bedroom Terraced Duplex,Onikoyi Ikoyi Lagos,₦,"600,000,000",0,0,0,4 beds,0 baths,0 Toilets
"Executive 5bedroom Duplex, In An Estate At Ikoyi",Ikoyi Lagos,₦,"400,000,000/day",1,0,1,5 beds,6 baths,6 Toilets
"Prime 1,000sqm Residential And Fenced Land",Old Ikoyi Ikoyi Lagos,₦,"950,000,000",0,0,0,0 beds,0 baths,0 Toilets
Decently Finished 3 Bed Apartment With Bq,Ikoyi Lagos,₦,"160,000,000",0,0,0,3 beds,0 baths,0 Toilets
4bedroom Semi Detached Duplex,Mc Pherson Old Ikoyi Old Ikoyi Ikoyi Lagos,₦,"400,000,000",0,0,0,4 beds,4 baths,5 Toilets
Newly Built Luxury 4 Bedroom Fully Serviced Apartment With 2 Rooms Servant’s Quarters,"Banana Island Road, Plot 6, Block 7, Osborne Foreshore Estate Ikoyi Lagos",₦,"550,000,000",1,1,0,4 beds,5 baths,5 Toilets
5 Bedroom Semi Detached Duplex With A Room Bq,Ikoyi Lagos,₦,"300,000,000",0,1,0,5 beds,5 baths,5 Toilets
Luxury 3bedroom Flat,2nd Avenue Old Ikoyi Old Ikoyi Ikoyi Lagos,₦,"200,000,000",0,0,0,3 beds,3 baths,3 Toilets
"Executive 5bedroom Detached Duplex Apartment With A Room Bq, At Ikoyi",Ikoyi Lagos,₦,"600,000,000/day",1,0,1,5 beds,6 baths,6 Toilets
5 Bedroom Maisonette With Bq,Banana Island Ikoyi Lagos,₦,"600,000,000",0,1,0,5 beds, baths, Toilets
"Banana Island, Ikoyi Within The Mixed Development Zone. It Consists Of Six (6) Nos Five (5) Bedrooms Luxury Detached Houses Which Comes With A Boys Quarters",Banana Island Ikoyi Lagos,₦,"550,000,000",1,1,1,5 beds,5 baths,6 Toilets
Relatively New 8bedroom Flat In A Serene Neighborhood,Ikoyi Osborne Foreshore Estate Ikoyi Lagos,₦,"750,000,000",0,0,0,8 beds,9 baths,9 Toilets
Land,Zone Q Waterfront Banana Island Ikoyi Lagos,₦,"1,150,000/year",0,0,0,0 beds,0 baths,0 Toilets
Newly Built Executive And Luxurious 3 Bedroom Apartment With Bq,Banana Island Road Banana Island Ikoyi Lagos,₦,"180,000,000",1,1,0,3 beds,3 baths,4 Toilets
Waterfront 3 Bedroom Apartment,Banana Island Ikoyi Lagos,₦,"200,000,000",0,0,0,3 beds,3 baths,3 Toilets
11 Units Of 3 Bed Luxury Apartments With Bq,Old Ikoyi Ikoyi Lagos,₦,"2,200,000,000",0,0,0,3 beds,3 baths,4 Toilets
Exclusive 3 Bedroom Apartment,2nd Avenue Estate Old Ikoyi Ikoyi Lagos,₦,"120,000,000",0,0,0,3 beds,3 baths,4 Toilets
5 Bedroom Fully Detached Duplex,Ikoyi Lagos,₦,"950,000,000",0,0,0,5 beds,5 baths,5 Toilets
5 Bedroom Terrace House,Osbourne Phase1 Osborne Foreshore Estate Ikoyi Lagos,₦,"185,000,000",0,0,0,5 beds,5 baths,0 Toilets
Beautiful Water Front Detached House For Sale In Banana Island,Banana Island Ikoyi Lagos,₦,"1,800,000,000",0,0,0,5 beds, baths, Toilets
"Status 5 Bedrooms Detached Duplex With Swimming Pool, Gym And Elevator",Ikoyi Old Ikoyi Ikoyi Lagos,₦,"500,000,000",0,1,0,5 beds,5 baths,6 Toilets
7 Bedroom Fully Detached House With Bq For Sale At Banana Island,Banana Island Ikoyi Lagos,₦,"1,600,000,000",0,0,0,7 beds,7 baths,8 Toilets
Beautiful 4 Bedroom Flat,Old Ikoyi Ikoyi Lagos,₦,"180,000,000",0,1,0,4 beds,4 baths,5 Toilets
8200 Sqms Water Front Land,Off Awolowo Road Awolowo Road Ikoyi Lagos,₦,"500,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
Excellent 4 Bedroom Semi Detached Duplex With Swimming Pool And Gym,Ikoyi Lagos,₦,"300,000,000",0,1,1,4 beds,5 baths,5 Toilets
12 Bedroom Maisonette And 1 Penthouse,Parkview Estate Ikoyi Lagos,₦,"175,000,000",0,0,0,4 beds,0 baths,0 Toilets
Luxury 1 Bedroom Apartment,Banana Island Ikoyi Lagos,₦,"82,000,000/year",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Terraced Duplex,Osborne Foreshore Estate Ikoyi Lagos,₦,"160,000,000",0,0,0,4 beds,0 baths,0 Toilets
4 Bedroom Fully Detached Duplex, Parkview Estate Ikoyi Lagos,₦,"270,000,000",0,0,0,4 beds,4 baths,6 Toilets
"Elizabeth Grace Court 1,",Parkview Estate Ikoyi Lagos,₦,"170,000,000",0,0,0,4 beds, baths, Toilets
"5,561sqm Of Land In Ikoyi",Ikoyi Crescent Ikoyi Lagos,₦,"1,807,325,000",0,0,0, beds, baths, Toilets
"8,000sqm Plot Of Land In Old Ikoyi, Lagos",Old Ikoyi Ikoyi Lagos,₦,"750,000/sqm",0,0,0, beds, baths, Toilets
"4,100sqm Waterfront Land", Osborne Foreshore Estate Ikoyi Lagos,₦,"1,600,000,000",0,0,0,0 beds,0 baths,0 Toilets
A Land Size Of 1134 Square Meter Residential Plot,Banana Island Ikoyi Lagos,₦,"1,400,000,000",0,0,0,0 beds,0 baths,0 Toilets
6bedrooms Fully Detached Duplex For Sale In Ikoyi,... Ikoyi Lagos,₦,"1,400,000,000",0,1,0,5 beds,6 baths,6 Toilets
601sqm Of Land,Kuramo Old Ikoyi Ikoyi Lagos,₦,"270,450,000",0,0,0, beds, baths, Toilets
Lovely 5 Bedrooms Detached Duplex Newly Built With Swinming Pool & Gym Centre,Banana Island Banana Island Ikoyi Lagos,₦,"950,000,000",0,0,0,5 beds,5 baths,6 Toilets
6 Bedroom Detached Duplex For Sale Inside Banana Island Ikoyi,Banana Island Ikoyi Banana Island Ikoyi Lagos,₦,"750,000,000",0,0,0,5 beds,5 baths, Toilets
Newly Built 4 Bedroom Terraced Duplex With A Bq,Kingsway Road Ikoyi Lagos,₦,"250,000,000",0,0,0,4 beds, baths, Toilets
Hot Joint Venture,"Osborne Phase 2, Ikoyi, Lagos. Osborne Foreshore Estate Ikoyi Lagos",₦,"1,600,000,000",0,0,0,0 beds,0 baths,0 Toilets
Luxury 4 Bedroom Detached Duplex With A Bq,Banana Island Ikoyi Lagos,₦,"310,000,000",0,0,0,0 beds,0 baths,0 Toilets
Land,Bank Road Old Ikoyi Ikoyi Lagos,₦,"480,000",0,0,0,0 beds,0 baths,0 Toilets
"1,000sqm Of Waterfront Land",Osborne Foreshore Estate Ikoyi Lagos,₦,"550,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
"Luxiourious 9bedroom Detached Manson, At Banana Island, Ikoyi",Old Ikoyi Ikoyi Lagos,₦,"17,000,000/day",1,0,1,9 beds,10 baths,10 Toilets
A Well Maintained 2 Bedroom Flat,Off Awolowo Road Banana Island Ikoyi Lagos,₦,"120,000,000",0,0,0,2 beds, baths, Toilets
4 Bedrooms Detached Duplex,Banana Island Ikoyi Lagos,₦,"400,000,000",0,1,0,4 beds,4 baths,5 Toilets
Land,Banana Island Ikoyi Lagos,$,"17,000,000",0,0,0,0 beds,0 baths,0 Toilets
Corner Piece Land Of 536sqm Suitable For Any Development,Off Awolowo Road Ikoyi S.w Ikoyi Lagos,₦,"270,000,000",0,0,0, beds, baths, Toilets
About 11500sqm With Old Structure Up,Gerard Road Ikoyi Lagos,₦,"600,000",0,0,0,0 beds,0 baths,0 Toilets
Tastefully Built 3bedroom Maisonette In A Secured And Serene Environs,Old Ikoyi Ikoyi Lagos,₦,"270,000,000",0,1,0,3 beds,3 baths,4 Toilets
"Newly Built Luxury 3 Bedroom Fully Finished And Fully Serviced Upper Floor Apartment With Air Conditioning , Fully Fitted Kitchen","Ilubirin , Osbourne 2 Ikoyi. Osborne Foreshore Estate Ikoyi Lagos",₦,"180,000,000",1,1,0,3 beds,4 baths,4 Toilets
Land Measuring 4000m²,Banana Island Ikoyi Lagos,₦,800,0,0,0,0 beds,0 baths,0 Toilets
A Brand New 4 Bedroom Terraced Duplex With A Bq,Banana Island Ikoyi Lagos,₦,"680,000,000",0,0,0,4 beds, baths, Toilets
3bedroom All Ensuit,Banana Island Ikoyi Banana Island Ikoyi Lagos,₦,"200,000,000",0,0,0,3 beds,3 baths,3 Toilets
An Exquisitely Furnished 5 Bedrooms Luxury Detached House,Off Queen's Drive Old Ikoyi Ikoyi Lagos,₦,"3,000,000,000",0,0,1,5 beds,5 baths,6 Toilets
Land,Osborne Phase2 Estate Osborne Foreshore Estate Ikoyi Lagos,₦,"750,000,000",0,0,0,0 beds,0 baths,0 Toilets
Fully Furnished 4 Bedrooms Mansionette With Bq,Osborn 2 Ikoyi Lagos,₦,"150,000,000",0,1,0,4 beds,5 baths,5 Toilets
Newly Built 5 Bedroom Detached Duplex With A Bq,Banana Island Ikoyi Lagos,₦,"900,000,000",0,0,0,5 beds, baths, Toilets
Land Measuring 800sqm,Osborne Foreshore Estate Ikoyi Lagos,₦,"340,000,000",0,0,0,0 beds,0 baths,0 Toilets
4500/sqmts Land,Glover Road Ikoyi Old Ikoyi Ikoyi Lagos,₦,"3,100,000,000",0,0,0,0 beds,0 baths,0 Toilets
"Luxury 5 Bedroom Duplex With Servant Quarter Location: Ikoyi,jw",Ikoyi Lagos,₦,"570,000,000",0,0,0,5 beds,5 baths,6 Toilets
3 Bedroom Flat With A Bq,Banana Islamd Banana Island Ikoyi Lagos,₦,"190,000,000",0,0,0,3 beds,3 baths,4 Toilets
Newly Built 4 Bedrooms Semi Detached House,Banana Island Ikoyi Lagos,₦,"450,000,000",0,1,0,4 beds,4 baths,5 Toilets
Opulent Quality 5 Bed Fully Detached Duplex,Old Ikoyi Ikoyi Lagos,₦,"650,000,000",0,1,0,5 beds,5 baths,7 Toilets
5bedrooms Massionette,Banana Island Ikoyi Lagos,₦,"600,000,000",0,1,0,5 beds,5 baths,6 Toilets
Land,Along Cooper Road Ikoyi Lagos,₦,"550,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
46000 Sqms Land,Old Ikoyi Gerard Road Ikoyi Lagos,₦,"5,000,000,000",0,0,0,0 beds,0 baths,0 Toilets
Waterfront 3 Bedroom Apartment,Banana Island Ikoyi Lagos,₦,"220,000,000",0,0,0,0 beds,0 baths,0 Toilets
Smart And Furnished 5bedroom Duplex,Banana Island Ikoyi Lagos,₦,"2,400,000,000",1,1,1,5 beds,6 baths,6 Toilets
1700sqm Waterfront Land,Ikoyi Lagos,₦,"1,500,000,000",0,0,0,0 beds,0 baths,0 Toilets
Serviced 3 Bedroom Apartment,Ikoyi Lagos,₦,"200,000,000",1,0,0,3 beds,3 baths,4 Toilets
"A Corner Piece Land Measuring 2,500 Sqm",Osborne Ph2 Osborne Foreshore Estate Ikoyi Lagos,₦,"800,000,000",0,0,0, beds, baths, Toilets
Spacious 4 Bedroom Terrance Duplex,Old Ikoyi Ikoyi Lagos,₦,"200,000,000",0,0,0,0 beds,0 baths,0 Toilets
5 Bedroom Detached House With Swimming Pool,Banana Island Ikoyi Lagos,₦,"1,500,000,000",0,1,0,5 beds,5 baths,6 Toilets
8200 Sqms Waterfront Land,Off Awolowo Road Ikoyi S.w Ikoyi Lagos,₦,"500,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
Land,Ikoyi Lagos,₦,"2,200,000,000",0,0,0,0 beds,0 baths,0 Toilets
Land,Ligali Ayorinde Ikoyi Lagos,₦,"5,000,000,000",0,0,0,0 beds,0 baths,0 Toilets
5 Bedroom Fully Detached Duplex With 2room Bqs,Ikoyi Lagos,₦,"400,000,000",0,1,0,5 beds,5 baths,6 Toilets
3 Bedroom Furnished Apartment,Banana Island Banana Island Ikoyi Lagos,₦,"26,000,000",0,0,1,3 beds,4 baths,4 Toilets
Serviced 3 Bedroom Flat With Bq,Banana Link Road Ikoyi Lagos,₦,"260,000,000",1,0,0,3 beds,0 baths,0 Toilets
A Vacant High Rise Property Comprising 2 Numbers Block Of Buildings A (9 Floors) And B (10 Floors) With Pent House,Off Kingsway Road Ikoyi Lagos,₦,"15,000,000,000",0,0,0,0 beds,0 baths,0 Toilets
Well Finished Filling Station,Ikoyi Lagos,₦,"2,400,000,000",0,0,0,0 beds,0 baths,0 Toilets
Fully Automated 5 Bed Detached Duplex With 2 Bqs,Old Ikoyi Ikoyi Lagos,₦,"900,000,000",0,1,0,5 beds,5 baths,6 Toilets
Newly Built 4 Units Of 2bedroom Apartments,Ikoyi Lagos,₦,"175,000,000",0,0,0,2 beds,0 baths,0 Toilets
Newly Built Luxurious 5 Bedroom Detached House With Bq,Banana Island Banana Island Ikoyi Lagos,₦,"720,000,000",0,1,0,5 beds,5 baths,6 Toilets
Land,Ligali Ayorinde Ikoyi Lagos,₦,"5,000,000,000",0,0,0,0 beds,0 baths,0 Toilets
5bedrooms Duplex,Banana Island Ikoyi Lagos,₦,"750,000,000",0,1,0,5 beds,6 baths,6 Toilets
5 Bedroom Semi Detached Duplex,Banana Island Ikoyi Banana Island Ikoyi Lagos,₦,"450,000,000",0,0,0,5 beds,6 baths,6 Toilets
*for Sale* Newly Built 4bedroom Fitted Terrace Duplex In *parkview Estate* ( *10 Units Available * ) *title: C Of O & Deed Of Sublease* *price: #160,Parkview Estate Ikoyi Lagos,₦,"170,000,000",1,1,0,4 beds,4 baths,5 Toilets
Land,Phase 1 Osborne Foreshore Estate Ikoyi Lagos,₦,"580,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
Newly Built High Rise Building 24flat 3bedroom +3 Penthouse,Adeyemi Lawanson Street Bourdillon Ikoyi Lagos,₦,"7,500,000,000",0,0,0,3 beds,3 baths,4 Toilets
A Very Good 1000sqm Land At Banana Island,Banana Island Ikoyi Lagos,₦,"1,300,000,000",0,0,0, beds, baths, Toilets
Ongoing 3 Bedroom Bq Off Plan Sales, Awolowo Road Ikoyi Lagos,₦,"70,000,000",0,1,0,3 beds,3 baths,4 Toilets
A 1000sq Meter With 30 Meter Width,Banana Island Ikoyi Lagos,₦,"1,200,000,000",0,0,0,0 beds,0 baths,0 Toilets
5 Bedroom Semi Detached Duplex,Banana Island Ikoyi Banana Island Ikoyi Lagos,₦,"450,000,000",0,0,0,5 beds,6 baths,6 Toilets
"5,000sqm Land",Ikoyi Lagos,₦,"650,000",0,0,0,0 beds,0 baths,0 Toilets
A Land Size Of 4611 Sqmeter Water Front Plot,Banana Island Ikoyi Lagos,$,"12,000,000",0,0,0,0 beds,0 baths,0 Toilets
Luxury 4bedrooms Duplex,Ikoyi Ikoyi Lagos,₦,"300,000,000",0,1,0,4 beds,5 baths,5 Toilets
Land,Banana Island Ikoyi Lagos,₦,"1,300,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
Luxury 4 Bedroom Maisonette With Maid’s Room.,Osborne Foreshore Estate Ikoyi Lagos,₦,"130,000,000",1,1,0,4 beds,4 baths,5 Toilets
Luxury 3 Bedroom Apartment In Parkview Estate Ikoyi,Parkview Estate Ikoyi Lagos,₦,"180,000,000",1,1,0,3 beds,3 baths,4 Toilets
Luxury 2 Bedroom Apartment,Banana Island Ikoyi Lagos,₦,"115,000,000/year",0,0,0,0 beds,0 baths,0 Toilets
4bedroom Semi Detached Duplex,Banana Island Banana Island Ikoyi Lagos,₦,"300,000,000",0,0,0,4 beds,4 baths,5 Toilets
Exclusively Built 3 Bedroom Flat With A Bq Located In An Estate, Old Ikoyi Ikoyi Lagos,₦,"150,000,000",1,1,0,3 beds,3 baths,4 Toilets
"Executive 5bedroom Fully Detached Duplex With 2room Bq, At Banana Island, Ikoyi",Banana Island Ikoyi Lagos,₦,"850,000,000/day",0,0,0,5 beds,6 baths,6 Toilets
1500sqm Land,Banana Island Ikoyi Lagos,₦,"1,300,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
"Brand New, Contemporary And Tastefully Finished 5 Bedroom Semi Detached Duplex With 2 Bedroom Boys Quarter",Off Turnbull Road Ikoyi Lagos,₦,"275,000,000",0,0,0,5 beds,5 baths,6 Toilets
A Brand New 5 Bedroom Semi Detached Duplex With 2 Rooms Bq,Mojisola Onikoyi Estate Ikoyi Lagos,₦,"520,000,000",0,1,0,5 beds,0 baths,0 Toilets
4 Bedroom All En Suite Serviced Apartment With Bq,Bourdillon Ikoyi Lagos,₦,"160,000,000",0,0,0,4 beds,4 baths,4 Toilets
"1,600sqm And 2,400sqm Land",Old Ikoyi Ikoyi Lagos,₦,"750,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
"1,200sqm Land",Ikoyi Lagos,₦,"900,000,000",0,0,0,0 beds,0 baths,0 Toilets
"3,600sqm Land",Ikoyi Lagos,₦,"1,000,000",0,0,0,0 beds,0 baths,0 Toilets
5bedrooms Ultra Modern Luxury Terrace Duplex For Sale At Banana Island,Inside Banana Island Banana Island Ikoyi Lagos,₦,"650,000,000",0,1,1,5 beds,6 baths,6 Toilets
Luxury Fully Automated 5 Bedroom Detached Duplex,Ikoyi Lagos,₦,"950,000,000",0,1,0,5 beds,5 baths,6 Toilets
Luxury 4 Bedroom Terraced Duplex With 2 Rooms Bq,Banana Island Ikoyi Lagos,₦,"450,000,000",0,0,0,4 beds,4 baths,5 Toilets
Land,Ikoyi Lagos,₦,"450,000,000",0,0,0,0 beds,0 baths,0 Toilets
A Newly Built 3 Bedroom Flat With A Room Bq,Ikoyi Lagos,₦,"180,000,000",0,0,0,3 beds,0 baths,0 Toilets
"Block Of Flats At Norman Williams Street, Ikoyi, Lagos",Old Ikoyi Ikoyi Lagos,₦,"170,000,000",0,0,0,6 beds,6 baths,6 Toilets
Luxury 4 Bedrooms Terrace Duplex With Bq,Ikoyi Old Ikoyi Ikoyi Lagos,₦,"450,000,000",0,1,0,4 beds,4 baths,4 Toilets
Luxurious 3 Bedroom Apartment With Study,Olori Mojisola Onikoyi Estate Banana Island Ikoyi Lagos,₦,"170,000,000",0,0,0,3 beds,3 baths,3 Toilets
Luxury 6 Bed Townhouse With Bq And Swimming Pool,Ikoyi Lagos,$,"1,500,000",0,0,0,6 beds, baths, Toilets
500sqm Of Land In A Fantastic Location,Parkview Estate Ikoyi Lagos,₦,"236,000,000",0,0,0, beds, baths, Toilets
3 Bedroom Fully Serviced Apartment,Ikoyi Old Ikoyi Ikoyi Lagos,₦,"150,000,000",0,0,0,3 beds,4 baths,4 Toilets
Water Front 4 Bedroom Duplex,Banana Island Banana Island Ikoyi Lagos,₦,"2,000,000,000",0,0,0,4 beds,4 baths,4 Toilets
6 Block Of Flats,Old Ikoyi Ikoyi Lagos,₦,"170,000,000",0,0,0,6 beds,6 baths,6 Toilets
About 1000sqm Land,"2nd Avenue, Old Ikoyi Old Ikoyi Ikoyi Lagos",₦,"850,000,000",0,0,0,0 beds,0 baths,0 Toilets
Newly Built Beautifully Finished 6 Bedroom Fully Automated Magnificent & Detached House, Banana Island Ikoyi Lagos,₦,"1,500,000,000",0,1,1,6 beds,6 baths,7 Toilets
Luxury 5 Bedroom Detached Duplex With Bq,Ikoyi Lagos,₦,"650,000,000",0,1,0,5 beds,5 baths,7 Toilets
A High Rise Building In Ikoyi .the Square Meter Is 5322 Meter,S Ikoyi Lagos,₦,"15,000,000,000",0,0,0,0 beds,0 baths,0 Toilets
Brand New Luxury 2 Bedroom Serviced Upper Floor Apartment,Bourdillon Ikoyi Lagos,₦,"180,000,000",1,1,0,2 beds,3 baths,3 Toilets
4bedroom Water Front Property,Banana Island Ikoyi Banana Island Ikoyi Lagos,₦,"2,000,000,000",0,0,0,0 beds,0 baths,0 Toilets
5bedroom Newly Built Luxurious Mansion For Sale At Banana Island Ikoyi,Banana Island Banana Island Ikoyi Lagos,₦,"1,800,000,000",0,0,0,5 beds,5 baths,5 Toilets
Exactly 3400sqm With Old Structure,Bourdillon Ikoyi Lagos,₦,"950,000",0,0,0,0 beds,0 baths,0 Toilets
Newly Built 24 Flats Of 3 Bedrooms Each And 3 Penthouses,Bourdillon Ikoyi Lagos,₦,"7,500,000,000",0,0,0,0 beds,0 baths,0 Toilets
"6,900sqm Of Land",Queen's Drive Ikoyi Lagos,₦,"2,271,750,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Terrace Duplex,Parkview Estate Ikoyi Lagos,₦,"200,000,000",0,0,0,0 beds,0 baths,0 Toilets
Exquisitely Luxury Finished 6 Bedroom Mansion Pr,Ikoyi Lagos,₦,"1,400,000,000",0,1,0,6 beds,6 baths,7 Toilets
Ultra Luxury 4 Bedroom Maisonette + Bq With Suspended Swimming Pool (delivering Dec. 2022),Phase 2 Osborne Foreshore Estate Ikoyi Lagos,₦,"130,000,000",1,0,0, beds, baths, Toilets
