Title,Location,Currency,Price,Serviced,Newly Built,Furnished,Bedrooms,Bathrooms,Toilets
A Five (5) Star Luxury Hotel (between Lekki & Victoria Island),Victoria Island Victoria Island Lagos,$,"150,000,000",0,0,0,0 beds,0 baths,0 Toilets
High Toned 4bedrooms Terraced Duplex With Bq In Oniru Vi,Oniru Victoria Island Lagos,₦,"150,000,000",0,1,0,4 beds,4 baths,4 Toilets
Eko Atlantic City Land,Eko Atlantic Victoria Island Lagos,$,"945,000",0,0,0,0 beds,0 baths,0 Toilets
Morden 3bedrooms Apartments With Bq & Swimming Pool,Oniru Victoria Island Lagos,₦,"120,000,000",0,1,0,3 beds,3 baths,3 Toilets
Functional Hotel,Victoria Island Extension Victoria Island Lagos,₦,"1,300,000,000",0,0,0,10 beds,10 baths,10 Toilets
Newly Built Fully Luxurious Detached Duplex,A Well Secured Estate Oniru Victoria Island Lagos,₦,"400,000,000",0,1,0,4 beds,4 baths,5 Toilets
Idle Bank Branch On Approximately 1530sqm Land,Nice Environment Ademola Adetokunbo Victoria Island Lagos,₦,"2,000,000,000",0,0,0,0 beds,0 baths,0 Toilets
Brand New 8 Unit Of 3 Bedroom Flat With Luxury Facilities, Victoria Island Extension Victoria Island Lagos,₦,"165,000,000",0,1,0,3 beds,3 baths,4 Toilets
Newly Built 4bedroom Fully Detached Duplex With Bq.,Oniru Victoria Island Lagos,₦,"180,000,000",0,0,0,4 beds,6 baths,6 Toilets
Standard 3 Bedroom Flat,Oniru Victoria Island Lagos,₦,"80,000,000",0,1,0,3 beds,3 baths,4 Toilets
Brand New 4 Bedroom Maisonette With Swimming,Oniru Victoria Island Lagos,₦,"230,000,000",1,1,0,4 beds,4 baths,5 Toilets
"2 Wings Of 5 Bedroom Duplexes On 2,740sqm + Swimming Pool & 2 Rooms Bq","Tiamiyu Savage Street, Victoria Island, Lagos Tiamiyu Savage Victoria Island Lagos",₦,"1,400,000,000",0,0,0,10 beds,8 baths,9 Toilets
A Commercial Land Of 1413 Sqm,Ajose Adeogun Victoria Island Lagos,₦,"1,000,000,000/day",0,0,0,0 beds,0 baths,0 Toilets
2 Wings Of 5 Bedroom Duplexes,Tiamiyu Savage Victoria Island Lagos,₦,"1,500,000,000/sqm",0,0,0,5 beds,5 baths,5 Toilets
Luxury 3 Bedroom Flat With Excellent Facilities, Oniru Victoria Island Lagos,₦,"70,000,000",0,0,0,3 beds,3 baths,4 Toilets
Luxury Executive Portable 3 Bedroom Flat In A Gated Estate,Gated Estate Oniru Victoria Island Oniru Victoria Island Lagos,₦,"60,000,000",0,1,1,3 beds,4 baths,4 Toilets
Executive Luxury 3bedroom Terrace Duplex,Victoria Island Kofo Abayomi Victoria Island Lagos,₦,"220,000,000",0,1,1,3 beds,5 baths,5 Toilets
Waterfront 5star Hotel Of 133rooms,Victoria Island Saka Tinubu Victoria Island Lagos,$,"170,000,000",0,0,0, beds, baths, Toilets
3 Bedroom Flat + 1 Room Bq,"Off Ajose Adeogun, Victoria Island, Lagos. Victoria Island Lagos",₦,"75,000,000",0,0,1,3 beds,3 baths,4 Toilets
2100sqm Of Land,Victoria Island Lagos,₦,"1,600,000,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Town House With Bq,Oniru Victoria Island Lagos,₦,"145,000,000",1,1,0,4 beds,4 baths,5 Toilets
An Old Detached Duplex With Appurtenances On 820sqm Total Land Size,"Off Idejo Street, Victoria Island, Lagos. Victoria Island Lagos",₦,"350,000,000",0,0,0, beds, baths, Toilets
"A Land Measuring 5,400m2",Ligali Ayorinde Street Vi Ligali Ayorinde Victoria Island Lagos,₦,"5,000,000,000",0,0,0,0 beds,0 baths,0 Toilets
Land Measuring 2262 Square Meter With C Of O,Victoria Island Victoria Island Lagos,₦,"880,000,000",0,0,0, beds, baths, Toilets
5 Bedroom Semi Detached Duplex With Bq,Oniru Victoria Island Lagos,₦,"240,000,000",0,1,1,5 beds,7 baths,7 Toilets
Commercial 5 Bedroom Detached Duplex,Victoria Island Extension Victoria Island Lagos,₦,"800,000,000",0,0,0,5 beds,5 baths,6 Toilets
"1,500 Square Meters Strategically Located Land","Adetokunbo Ademola ( Close To Eko Hotels), Victoria Island, Lagos. Ademola Adetokunbo Victoria Island Lagos",₦,"450,000,000",0,0,0, beds, baths, Toilets
"Fully Serviced 4 Bedrooms Terrace Duplex With Private Elevator, Roof Terrace,gym And Pool Vi",Ozumba Akin Adesola Victoria Island Lagos,₦,"300,000,000",0,1,0,5 beds,6 baths,6 Toilets
Waterfront New Luxury 6bedroom Detached Mansion With Bq,Victoria Island Victoria Island Lagos,₦,"550,000,000",0,1,1,6 beds,8 baths,8 Toilets
Executive 4bedroom Flat Apartment,Victoria Island Lagos,₦,"80,000,000",0,0,1,4 beds,6 baths,6 Toilets
New 3 Bedrooms Penthouse,Eko Atlantic Victoria Island Lagos,$,"2,000,000",1,1,0,3 beds,3 baths,3 Toilets
Land,Festival Road Victoria Island Lagos,₦,"550,000,000",0,0,0,0 beds,0 baths,0 Toilets
5 Bedroom Detached House,Oniru Victoria Island Lagos,₦,"250,000,000",0,0,0,5 beds,5 baths,6 Toilets
Fast Food,Victoria Island Lagos,₦,"491,200,000",0,0,0,0 beds,0 baths,0 Toilets
Newly Built 4 Bedroom Terrace Duplex,Oniru Victoria Island Lagos,₦,"130,000,000",0,1,0,4 beds,4 baths,5 Toilets
Land,Oniru Victoria Island Lagos,₦,"320,000,000",0,0,0,0 beds,0 baths,0 Toilets
"Parcel Of Land Measuring 1,413 Square Meters","Ajose Adeogun Street, Victoria Island, Lagos. Victoria Island Lagos",₦,"900,000,000",0,0,0, beds, baths, Toilets
Executive Luxury 30rooms Hotel,Victoria Island Victoria Island Lagos,₦,"3,000,000,000",0,0,1,0 beds,0 baths,0 Toilets
"Land Measuring 4,000sqms For Sale In Victoria Island",Victoria Island Lagos,₦,"2,000,000,000",0,0,0, beds, baths, Toilets
2641 Sqm Land,Adeola Odeku Victoria Island Lagos,₦,"1,800,000,000",0,0,0,0 beds,0 baths,0 Toilets
3 Bedroom Apartment,Oniru Victoria Island Lagos,₦,"150,000,000",0,1,0,3 beds,3 baths,3 Toilets
Newly Built And Luxurious 3 Bedroom Apartment,Oniru Victoria Island Lagos,₦,"190,000,000",0,0,0,3 beds,3 baths,4 Toilets
A Standard 4bedroom Duplex,Savoy Town Home Oniru Victoria Island Lagos,₦,"120,000,000",0,0,0,0 beds,0 baths,0 Toilets
Land,Hamadu Tijani Victoria Island Victoria Island Lagos,₦,"520,000,000",0,0,0,0 beds,0 baths,0 Toilets
New Luxury 4bedroom Semi Detached Duplex With Bq In A Gated Estate,Gated Estate Oniru Oniru Victoria Island Lagos,₦,"200,000,000",0,0,1,4 beds,6 baths,6 Toilets
Fully Serviced 4 Bedroom Terrace Duplex With A Beautiful Ambience, Oniru Victoria Island Lagos,₦,"140,000,000",0,0,0,4 beds,4 baths,5 Toilets
4 Acres Of Land, Ahmadu Bello Way Victoria Island Lagos,₦,"6,000,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
Western 4bedrooms Terraced Duplex,Oniru Victoria Island Lagos,₦,"120,000,000",0,1,0,4 beds,4 baths,4 Toilets
3000sqm Of Land With Uncomplted Block 8 Nos Of 3 Bedroom Flats,Akin Olugbade Victoria Island Lagos,₦,"1,800,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
Newly Built 2 Bedroom Flat,Off 4 Points Road Oniru Victoria Island Lagos,₦,"135,000,000",0,1,0,2 beds,2 baths,3 Toilets
Contemporary 3 Bedroom Terrace Duplex,Akin Adesola Victoria Island Lagos,₦,"185,000,000",1,1,0,3 beds,3 baths,4 Toilets
800sqm Of Residential Land,Oniru Victoria Island Lagos,₦,"300,000,000",0,0,0,0 beds,0 baths,0 Toilets
2 Nos Of. 5 Bedroom Detached Duplex With Bq And 4 Bedroom Duplex On 1500sqm With C Of O,Oko Awo Sanusi Fafunwa Victoria Island Lagos,₦,"650,000,000",0,0,0,10 beds,10 baths,10 Toilets
5 Bedroom Semi Detached With Bq,Oniru Victoria Island Lagos,₦,"270,000,000",0,1,0,5 beds,5 baths,5 Toilets
Brand New Fully Furnished 3 Bedroom Apartment,Oniru Victoria Island Lagos,₦,"120,000,000",0,0,0,3 beds,3 baths,4 Toilets
: Brand New 3 Bedrooms Apartment,Kofo Abayomi Victoria Island Lagos,₦,"120,000,000",0,1,0,3 beds,4 baths,4 Toilets
4 Acres Of Land, Kofo Abayomi Victoria Island Lagos,₦,"7,000,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
Strategically Fully Detached 5bedrooms Duplex With Pool,Lekki 1 Axis Oniru Victoria Island Lagos,₦,"300,000,000",0,1,0,5 beds,6 baths,6 Toilets
8 Floors Penthouse Buiding,Akin Adesola Victoria Island Lagos,₦,"8,500,000,000",0,0,0,0 beds,0 baths,0 Toilets
A Standard 5 Bedroom Duplex,Oniru Victoria Island Lagos,₦,"280,000,000",0,0,0,5 beds,0 baths,0 Toilets
Fully Furnished 5bedroom Semi Detached Duplex With Bq,Oniru Victoria Island Lagos,₦,"250,000,000",1,0,1,5 beds,7 baths,7 Toilets
Luxury 3 Bedroom Terrace Duplex,Oniru Victoria Island Lagos,₦,"130,000,000",0,0,1,3 beds,5 baths,6 Toilets
"2,400 Square Meters Land","Goriola Street, Off Anifowoshe Street, Victoria Island, Lagos. Victoria Island Lagos",₦,"1,500,000,000",0,0,0, beds, baths, Toilets
4 Bedroom Pent House With Bq,Oniru Victoria Island Lagos,₦,"170,000,000",0,1,0,4 beds,4 baths,4 Toilets
Land Measuring 2500sqm, Victoria Island Lagos,₦,"1,500,000,000",0,0,0,0 beds,0 baths,0 Toilets
Newly Built 5bedroom Semi Detached Duplex With Bq And Swimming Pool,Kayla Homes Oniru Victoria Island Lagos,₦,"200,000,000",0,1,0,5 beds,7 baths,7 Toilets
New And Modern Luxury 1 Bedroom Apartment,Ligali Ayorinde Victoria Island Lagos,₦,"70,000,000",1,1,0,1 beds,1 baths,2 Toilets
Brand New 4 Bedroom Terrace With Bq,Oniru Victoria Island Lagos,₦,"140,000,000",0,1,0,4 beds,4 baths,4 Toilets
"Land Measuring 5,300sqms For Sale In Victoria Island.",Victoria Island Lagos,₦,"1,300,000,000",0,0,0, beds, baths, Toilets
4000sqm Of Land With Approval Of 24 Floors With C Of O,Kofo Abayomi Kofo Abayomi Victoria Island Lagos,₦,"2,200,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
Well Finished 4 Bedroom Terrace Duplex With Beautiful Ambience, Adeola Hopewell Victoria Island Lagos,₦,"250,000,000",0,0,0,4 beds,4 baths,5 Toilets
"Fully Detached Building On 1,866sqm Land","Akin Adesola, Victoria Island, Lagos. Akin Adesola Victoria Island Lagos",₦,"1,300,000,000",0,0,0, beds, baths, Toilets
Luxury 4 Bedroom Detached Duplex,"Palace Road,estate Oniru Victoria Island Lagos",₦,"170,000,000",0,0,0,4 beds,4 baths,5 Toilets
An Office Property,Nice Environment Adeola Odeku Victoria Island Lagos,₦,"800,000,000",0,0,0,0 beds,0 baths,0 Toilets
Shop Measuring 20sqms, Oniru Victoria Island Lagos,₦,"25,000,000",0,0,0,0 beds,0 baths,0 Toilets
Lovely 4 Bedroom Terrace Duplex With Luxury Facilities For Sale In Oniru Victoria Island Lagos.,Oniru Victoria Island Lagos,₦,"125,000,000/year",0,0,0,4 beds,4 baths,5 Toilets
4 Bedroom Maisonette With Bq At Eighteen65 Residences,Durosimi Etti Street Vi Lagos Victoria Island Extension Victoria Island Lagos,₦,"140,000,000/day",0,1,0,4 beds,4 baths,4 Toilets
"7,400sqms Waterfront Land For Sale In Oniru",Oniru Victoria Island Lagos,₦,"2,800,000,000",0,0,0, beds, baths, Toilets
"1,400 Square Meters Land ( Behind Law School)","Behind Nigerian Law School, Off Ozumba Mbadiwe, Victoria Island, Lagos. Adeola Hopewell Victoria Island Lagos",₦,"500,000,000",0,0,0, beds, baths, Toilets
"1 Storey Building Plaza On 1,200 Square Meters Land","Idejo Street, Off Adeola Odeku, Victoria Island, Lagos. Adeola Odeku Victoria Island Lagos",₦,"500,000,000",0,0,0, beds, baths, Toilets
2 Bedroom Duplex,Victoria Island Extension Victoria Island Lagos,₦,"1,500,000,000",0,0,0,10 beds,10 baths,10 Toilets
4 Bedroom Terraced Duplex With,Saka Tinubu Victoria Island Lagos,₦,"220,000,000",0,1,0,4 beds,4 baths,4 Toilets
Functional 27rooms Hotel,Off Ajose Adeogun Victoria Island Victoria Island Extension Victoria Island Lagos,₦,"1,300,000,000",0,0,0, beds, baths, Toilets
Land,Ahmadu Bello Way Victoria Island Lagos,₦,"1,300,000,000",0,0,0,0 beds,0 baths,0 Toilets
Exquisite 5 Bedroom Fully Detached House With Bq On 400sqm,"Oniru Estate, Victoria Island, Lagos. Oniru Victoria Island Lagos",₦,"220,000,000",0,0,0,5 beds,5 baths,6 Toilets
1277sqm Of Land,Oko Awo Off Eko Hotel Victoria Island Lagos,₦,"700,000,000",0,0,0,0 beds,0 baths,0 Toilets
Brand New 4 Bedroom Terrace Duplex,Victoria Island Extension Victoria Island Lagos,₦,"200,000,000",0,0,0,4 beds,4 baths,5 Toilets
5 Bedroom Terrace Duplex With A Bq,Oniru Victoria Island Lagos,₦,"125,000,000",0,1,0,5 beds,7 baths,7 Toilets
New Executive Luxury 5bedroom Fully Detached Duplex With Bq Swimming Pool,Oniru Victoria Island Oniru Victoria Island Lagos,₦,"290,000,000",0,1,1,5 beds,7 baths,7 Toilets
Newly Built 19 Floors Office,Idowu Taylor Victoria Island Lagos,₦,"40,000,000,000",0,0,0,0 beds,0 baths,0 Toilets
7 Bedroom Fully Detached House + Open Plan Space,"Off Ligali Ayorinde, Victoria Island, Lagos. Ligali Ayorinde Victoria Island Lagos",₦,"250,000,000",0,0,0,7 beds, baths, Toilets
Finished Furnished And Functional Hotel,Victoria Island Lagos,₦,"1,200,000,000",1,0,1,10 beds,10 baths,10 Toilets
"Land Measuring 2,262sqms Available In Victoria Island",Victoria Island Lagos,₦,"850,000,000",0,0,0, beds, baths, Toilets
Office Building,Ademola Adetokunbo Island Ademola Adetokunbo Victoria Island Lagos,₦,"1,900,000,000",0,0,0,0 beds,0 baths,0 Toilets
3000sqm Water Front Land For Joint Venture,Oniru Victoria Island Lagos,₦,"1,500,000,000",0,0,0,0 beds,0 baths,0 Toilets
Exquisitely 2bedroom Serviced And Furnished Pent Flat,Oniru Victoria Island Oniru Victoria Island Lagos,₦,"70,000,000",1,0,1,2 beds,3 baths,3 Toilets
Exquisitely Furnished 5 Bedroom Semi Detached Duplex,Oniru Victoria Island Lagos,₦,"270,000,000",0,1,0,5 beds,5 baths,5 Toilets
Newly Built 4 Bedrooms Terrace Duplex With 1 Rm Bq,Oniru Victoria Island Lagos,₦,"130,000,000",0,1,0,4 beds,6 baths,6 Toilets
Executive 4bedroom Terrace Duplex With Swimming Pool And Gym,Victoria Island Kofo Abayomi Victoria Island Lagos,₦,"350,000,000",0,0,1,4 beds,5 baths,5 Toilets
Luxury 3 Bedroom Flat + Bq Fully Serviced,Located In A Very Good And Secure Neighborhood Oniru Victoria Island Lagos,₦,"130,000,000",1,1,1,3 beds,3 baths,4 Toilets
"1,200m2 With 2 Numbers Of 5 Bedroom Houses",Muri Okunola Street Ligali Ayorinde Victoria Island Lagos,₦,"800,000,000",0,0,0,0 beds,0 baths,0 Toilets
Buy 4 Bedroom Maisonette With Bq At 1865 Residence Victoria Island Lagos With C Of O,Durosinmi Etti Victoria Island Lagos Victoria Island Extension Victoria Island Lagos,₦,"140,000,000/day",0,1,0,4 beds,4 baths,4 Toilets
Commercial 5 Bedroom Detached House,Off Adeola Odeku Adeola Odeku Victoria Island Lagos,₦,"700,000,000/year",0,0,0,5 beds,5 baths,6 Toilets
Fully Serviced 4 Bedroom Terraced With Private Elevator,Victoria Island Lagos,₦,"320,000,000",0,1,0,4 beds,4 baths,4 Toilets
1500sqm Of Land,Oyin Jolayemi Street Victoria Island Lagos,₦,"450,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
A Bare Virgin Land For Any Development,Oniru Victoria Island Lagos,₦,"590,000,000",0,0,0, beds, baths, Toilets
Fully Furnished 3 Bedroom Flat, Oniru Victoria Island Lagos,₦,"65,000,000",0,0,1,3 beds,3 baths,4 Toilets
3 Bedroom Apartment With Swimming Pool,Oniru Victoria Island Lagos,₦,"130,000,000",0,1,0,3 beds,3 baths,4 Toilets
Luxury 5 Bedroom Fully Detached Duplex With Bq,Oniru Lekki Oniru Victoria Island Lagos,₦,"300,000,000",0,1,1,0 beds,0 baths,0 Toilets
4bedroom Town House At Dideolu Estate Off Ligali Ayorinde Vi,Ligali Ayorinde Victoria Island Lagos,₦,"170,000,000",0,0,0,4 beds,5 baths,5 Toilets
800sqm Gated Land,Oniru Victoria Island Lagos,₦,"250,000,000",0,0,0,0 beds,0 baths,0 Toilets
Commercial 2floors Office Building On 860sqm Land,Victoria Island Victoria Island Lagos,₦,"600,000,000",0,0,1,0 beds,0 baths,0 Toilets
"3bedroom, 4bedroom And 6bedroom Penthouse",Eko Atlantic City Eko Atlantic Victoria Island Lagos,$,"1,000,000",1,1,1,3 beds,3 baths,4 Toilets
For Sale 5 Bedroom Terrace Duplex,Victoria Island Lagos,₦,"460,000,000",0,1,0,4 beds,4 baths,4 Toilets
5 Bedroom Duplex,Oniru Victoria Island Oniru Victoria Island Lagos,₦,"250,000,000",0,0,0,0 beds,0 baths,0 Toilets
Standard Luxury 4bedroom Semi Detached Duplex With 2rooms Bq,Oniru Victoria Island Oniru Victoria Island Lagos,₦,"125,000,000",0,0,1,4 beds,6 baths,6 Toilets
A Luxury Brand New 3 Bedroom Flat, Victoria Island Extension Victoria Island Lagos,₦,"120,000,000",0,0,0,3 beds,3 baths,4 Toilets
An Executive Hotel,Victoria Island Lagos,₦,"900,000,000",0,0,0,0 beds,0 baths,0 Toilets
"2,3,4 And 5 Bedroom Maisonettes And Duplex Penthouses","Water Corporation Drive, Victoria Island Victoria Island Extension Victoria Island Lagos",₦,"180,000,000",1,1,1,4 beds,5 baths,5 Toilets
A Lovely 4bedroom Detached House,Oniru Victoria Island Lagos,₦,"150,000,000",0,0,0, beds, baths, Toilets
Luxury Brand New 3 Bedroom Apartment,Victoria Island Extension Victoria Island Lagos,₦,"120,000,000",1,1,0,3 beds,3 baths,3 Toilets
Land With 2 Units Of Detached Houses,Akin Adesola Akin Adesola Victoria Island Lagos,₦,"1,400,000,000",0,0,0, beds, baths, Toilets
5 Bedroom Detached Duplex, Victoria Island Lagos,₦,"120,000,000",0,0,0,5 beds,5 baths,6 Toilets
5 Bedroom Detached House,Ojo Olobu Vi Victoria Island Lagos,₦,"600,000,000",0,0,0,5 beds,5 baths,5 Toilets
Joint Venture,Located At Dideolu Estate Oniru Victoria Island Lagos,₦,"2,500,000,000",0,0,0, beds, baths, Toilets
Lovely Furnished 5 Bedroom Fully Detached House,"Oniru Estate, Victoria Island, Lagos. Oniru Victoria Island Lagos",₦,"150,000,000",0,0,0,5 beds,5 baths,6 Toilets
Executive 2 Bedroom And 3 Bedroom Apartment With Bq,Victoria Island Lagos,₦,"120,000,000",0,1,1,2 beds,3 baths,3 Toilets
"7,358 Square Meters Fenced & Gated Land ( 2 & Half Acres)","Water Corporation Road, Off Ligali Ayorinde, Victoria Island, Lagos. Victoria Island Lagos",₦,"2,800,000,000",0,0,0, beds, baths, Toilets
Fully Furnished 3 Bedroom Apartment,Victoria Island Lagos,₦,"75,000,000",0,0,1,3 beds,3 baths,3 Toilets
"Blocks Of 20 Units Of Flats + Bqs Each On 2,400 Square Meters Land","Victoria Island, Lagos. Victoria Island Lagos",₦,"3,500,000,000",0,0,0, beds, baths, Toilets
4 Bed Semi Detached Duplex With Bq,Oniru Victoria Island Lagos,₦,"150,000,000",0,0,0,4 beds,4 baths,5 Toilets
"Plot Measuring 4,300sqms", Victoria Island Lagos,₦,"1,300,000,000",0,0,0,0 beds,0 baths,0 Toilets
Newly Built 3 Bedroom Luxury Apartment With Bq,Victoria Island Lagos,₦,"170,000,000",0,1,0,3 beds,3 baths,3 Toilets
Massive 4 Bedroom Terrace Duplex, Oniru Victoria Island Lagos,₦,"140,000,000",0,0,0,4 beds,4 baths,5 Toilets
4 Bedroom Duplex With A Self Contained Bq.,"Oniru, Victoria, Lagos Ligali Ayorinde Victoria Island Lagos",₦,"105,000,000",0,1,0,4 beds, baths, Toilets
4 Bedroom High Toned Luxury Terrace Duplex With A Bq,Victoria Island Lagos,₦,"150,000,000",0,0,0,4 beds,4 baths,5 Toilets
Newly Built 3 Bedroom Terrace Duplex With Bq,Victoria Island Lagos,₦,"210,000,000",0,1,0,3 beds,3 baths,3 Toilets
Luxury Fully Fitted 3bedroom Penthouse Apartment With Maid's Quarter,"Eko Pearl Tower, Eko Athlantic City Eko Atlantic Victoria Island Lagos",₦,"910,000,000",1,0,0,3 beds,3 baths,3 Toilets
New Luxury 5bedroom Semi Detached Duplex With 2rooms Bq,Oniru Victoria Island Oniru Victoria Island Lagos,₦,"270,000,000",0,1,1,5 beds,7 baths,7 Toilets
An Office Property,Nice Environment Ademola Adetokunbo Victoria Island Lagos,₦,"800,000,000",0,0,0,0 beds,0 baths,0 Toilets
3300. 72 Sqm Of Cornerpiece Land With C Of O,Ligali Ayorinde Victoria Island Lagos,₦,"1,100,000,000/sqm",0,0,0,0 beds,0 baths,0 Toilets
Urban City 3bedrooms Apartments With Bq,Victoria Island Lagos,₦,"140,000,000",0,1,0,3 beds,3 baths,3 Toilets
New Fully Detached 4bedrooms Duplex,Oniru Victoria Island Lagos,₦,"170,000,000",0,1,0,4 beds,4 baths,4 Toilets
"2,034 Square Meters Land",Serenolu Street Ligali Ayorinde Victoria Island Lagos,₦,"550,000,000",0,0,0,0 beds,0 baths,0 Toilets
Luxurious 7 Bedroom Detached Duplex,Victoria Island Lagos,₦,"390,000,000",0,0,0,7 beds,7 baths,8 Toilets
4 Bedroom Penthouse With A Bq,Oniru Victoria Island Lagos,₦,"160,000,000",0,0,0,4 beds,4 baths,5 Toilets
3 Bedroom Flat + Bq,"Eighteen 65 Residence, Fatai Durosinmi Street, Vi Victoria Island Lagos",₦,"150,000,000",1,1,0,3 beds,3 baths,3 Toilets
2 Bedroom Penthouse With Bq,"Eighteen 65 Residence, Fatai Durosinmi Street, Vi Victoria Island Lagos",₦,"250,000,000",1,1,0,2 beds,2 baths,2 Toilets
3 Bedroom Maisonette + Bq,Eighteen 65 Residence Victoria Island Lagos,₦,"180,000,000",1,1,0,3 beds,3 baths,3 Toilets
4 Bedroom Semi Detached Duplex,Victoria Island Lagos,₦,"300,000,000",0,0,0,0 beds,0 baths,0 Toilets
3 Bedroom Apartment,Victoria Island Lagos,₦,"160,000,000",0,0,0,0 beds,0 baths,0 Toilets
Decent Miniflat,Oniru Victoria Island Lagos,₦,"40,000,000",0,0,0,1 beds,1 baths,2 Toilets
4 Bedroom Semi Detached Duplex With Bq,Victoria Island Victoria Island Lagos,₦,"300,000,000",0,1,0,4 beds,4 baths,4 Toilets
This Lovely 3 Bedroom Apartment,Victoria Island Lagos,₦,"150,000,000",1,1,0,3 beds,3 baths,4 Toilets
Luxury 3 Bedroom Apartments,Victoria Island Lagos,₦,"170,000,000",0,1,0,3 beds,3 baths,4 Toilets
Land,Victoria Island Lagos,₦,"8,500,000,000",0,0,0,0 beds,0 baths,0 Toilets
1 Bedroom Apartments,Oniru Vi Oniru Victoria Island Lagos,₦,"35,000,000",1,1,0,1 beds,1 baths,2 Toilets
Tastefully Finished 4bedroom Flat,Ademola Adetokunbo 1004 Victoria Island Lagos,₦,"85,000,000",0,0,0,4 beds,4 baths,4 Toilets
Tastefully Finished 4bedrooms Flat,Ademola Adetokunbo 1004 Victoria Island Lagos,₦,"80,000,000",1,0,0,4 beds,4 baths,4 Toilets
5bedroom Fully Detached Duplex With Bq,Oniru Victoria Island Lagos,₦,"300,000,000",0,1,1,5 beds,5 baths,6 Toilets
Ground Floor 4bedrooms,1004 Victoria Island 1004 Victoria Island Lagos,₦,"85,000,000",0,0,0,4 beds,4 baths,4 Toilets
4 Bedroom Terrace Duplex,Oniru Victoria Island Lagos,₦,"130,000,000/year",1,1,0,4 beds,4 baths,5 Toilets
4000sqm Of Land,Next To Access Bank Head Office Oniru Victoria Island Lagos,₦,"1,500,000,000",0,0,0,0 beds,0 baths,0 Toilets
Brand New 5 Bedroom Fully Detached Duplex With Pool,Oniru Victoria Island Lagos,₦,"280,000,000",0,1,0,5 beds,5 baths,5 Toilets
"Well Renovated, Vacant And Spacious Luxury 4 Bedroom Low Rise Apartment",1004 Housing Estate 1004 Victoria Island Lagos,₦,"82,999,999",1,0,0,4 beds,4 baths,5 Toilets
3bedroom Flat With Bq ,Fatai Durosinmi Victoria Island Extension Victoria Island Lagos,₦,"150,000,000",0,0,0,0 beds,0 baths,0 Toilets
Tastefully Finished 3bedroom Flats,Nicole's Place Oniru Victoria Island Lagos,₦,"75,000,000",1,0,0,3 beds,3 baths,4 Toilets
Tastefully Finished 2 Units Of 2 Bedroom Flats,Off Palace Road Oniru Victoria Island Lagos,₦,"60,000,000",1,0,0,2 beds,3 baths,3 Toilets
Tastefully Finished 4bedrooms,1004 Victoria Island Lagos,₦,"80,000,000",1,0,0,4 beds,4 baths,4 Toilets
4bedroom Detached Duplex,Oniru Victoria Island Extension Victoria Island Lagos,₦,"200,000,000",0,1,0,4 beds,0 baths,0 Toilets
Fully Serviced 4 Bedroom Terrace Duplex,Off Adeola Odeku Adeola Odeku Victoria Island Lagos,₦,"210,000,000",0,0,0,4 beds,0 baths,0 Toilets
"4,100sqm Land At A Strategic Point",Eko Pearl Eko Atlantic Eko Atlantic Victoria Island Lagos,₦,"2,200,000,000",0,0,0, beds, baths, Toilets
3 Bedroom Apartment,"Victoria Island, Lagos Island Victoria Island Lagos",₦,"150,000,000",0,0,0,0 beds,0 baths,0 Toilets
Functional 27 Rooms Hotel,Ajose Adeogun Ahmadu Bello Way Victoria Island Lagos,₦,"1,300,000,000,000",0,0,0,10 beds,10 baths,10 Toilets
This Luxuriously Built 3 Bedroom Highrise Apartment,Oniru Victoria Island Lagos,$,"1,000,000",0,1,1,3 beds,0 baths,0 Toilets
4 Bedroom Semi Detached Duplex + Bq,Oniru Victoria Island Lagos,₦,"180,000,000",0,0,0,0 beds,0 baths,0 Toilets
4 Bedroom Semi Detached House,Off Palace Road Oniru Victoria Island Lagos,₦,"180,000,000",1,1,0,4 beds,5 baths,5 Toilets
3 Bedroom Flat,Oniru Oniru Victoria Island Lagos,₦,"45,000,000",1,0,0,3 beds,3 baths,4 Toilets
3 Bedroom Terrace Duplex,Off Palace Road Oniru Victoria Island Lagos,₦,"130,000,000",1,1,0,3 beds,3 baths,4 Toilets
Atlantic Ocean View 7 Floor Building Over Suites,Avenue Suites Tiamiyu Savage Victoria Island Lagos,$,"33,000,000",0,1,0,0 beds,0 baths,0 Toilets
Land,Victoria Island Victoria Island Lagos,₦,"530,000,000",0,0,0,0 beds,0 baths,0 Toilets
3 Bedroom Apartment,Oniru Victoria Island Lagos,₦,"75,000,000",1,1,0,3 beds,0 baths,0 Toilets
4 Bedroom Detached Duplex,"Oniru, Victoria Island Oniru Victoria Island Lagos",₦,"235,000,000",0,0,0,0 beds,0 baths,0 Toilets
5 Bedrooms Detached Duplex,Oniru Victoria Island Lagos,₦,"300,000,000",0,0,0,5 beds,5 baths,6 Toilets
Luxury 4 Bedroom Terrace Duplex With Bq,Oniru Victoria Island Lagos,₦,"130,000,000",0,0,0,4 beds,4 baths,5 Toilets
4 Bedroom Massionette,Victoria Island Lagos,₦,"235,000,000",0,1,0,4 beds,4 baths,5 Toilets
